date_mutation,valeur_fonciere,nom_commune,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
24/06/2019,13251326,La Ferté-Bernard,90,5,1149,0.642306,48.186588
24/06/2019,13251326,La Ferté-Bernard,67,3,1149,0.642306,48.186588
24/06/2019,13251326,La Ferté-Bernard,78,4,1149,0.642306,48.186588
24/06/2019,13251326,La Ferté-Bernard,67,3,1149,0.642306,48.186588
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,63,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,68,3,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,54,2,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,88,5,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,77,4,875,0.642804,48.185794
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,76,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,65,3,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,74,4,655,0.641651,48.186134
24/06/2019,13251326,La Ferté-Bernard,93,5,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,49,2,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,93,5,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,34,1,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,63,3,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,63,3,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,93,5,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,93,5,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,93,5,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,63,3,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,63,3,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,806,0.643693,48.186345
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,37,1,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,34,1,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,37,1,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,50,2,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,76,4,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,1448,0.644253,48.185972
24/06/2019,13251326,La Ferté-Bernard,63,3,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,63,3,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,63,3,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,93,5,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,49,2,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,93,5,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,93,5,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,34,1,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,63,3,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,93,5,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,76,4,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,93,5,814,0.643548,48.185519
24/06/2019,13251326,La Ferté-Bernard,65,3,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,65,3,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,65,3,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,74,4,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,86,5,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,56,2,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,86,5,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,74,4,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,65,3,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,65,3,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,86,5,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,56,2,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,74,4,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,56,2,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,56,2,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,74,4,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,56,2,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,86,5,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,74,4,855,0.642191,48.185677
24/06/2019,13251326,La Ferté-Bernard,74,4,855,0.642191,48.185677
10/07/2019,558500,La Ferté-Bernard,36,2,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,12,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,11,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,21,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,9,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,25,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,25,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,9,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,32,2,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,12,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,9,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,29,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,14,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,9,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,10,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,18,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,25,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,23,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,24,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,10,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,18,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,23,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,10,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,10,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,30,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,27,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,17,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,18,1,677,0.655692,48.185605
10/07/2019,558500,La Ferté-Bernard,28,1,677,0.655692,48.185605
29/07/2019,92000,Fresnay-sur-Sarthe,55,2,150,0.019589,48.280378
29/07/2019,92000,Fresnay-sur-Sarthe,35,2,150,0.019589,48.280378
29/07/2019,92000,Fresnay-sur-Sarthe,40,2,150,0.019589,48.280378
30/08/2019,235000,Bonnétable,65,3,506,0.423925,48.173899
30/08/2019,235000,Bonnétable,47,2,506,0.423925,48.173899
30/08/2019,235000,Bonnétable,61,3,506,0.423925,48.173899
30/08/2019,235000,Bonnétable,58,2,506,0.423925,48.173899
30/08/2019,235000,Bonnétable,70,3,506,0.423925,48.173899
19/10/2019,95000,La Ferté-Bernard,102,4,209,0.640311,48.188042
17/10/2019,50000,Fresnay-sur-Sarthe,70,3,123,0.020657,48.280523
09/10/2019,80000,Mamers,39,1,107,0.371349,48.350703
09/10/2019,80000,Mamers,39,1,107,0.371349,48.350703
09/10/2019,80000,Mamers,44,2,107,0.371349,48.350703
09/10/2019,80000,Mamers,37,1,107,0.371349,48.350703
30/10/2019,52000,Bonnétable,60,1,392,0.425759,48.178375
30/10/2019,52000,Bonnétable,63,3,392,0.425759,48.178375
22/11/2019,305000,Duneau,27,2,5238,0.520765,48.068588
22/11/2019,305000,Duneau,27,2,1400,0.520765,48.068588
27/11/2019,155000,La Ferté-Bernard,57,3,170,0.647213,48.186859
27/11/2019,155000,La Ferté-Bernard,19,1,181,0.647335,48.186849
27/11/2019,155000,La Ferté-Bernard,45,3,181,0.647335,48.186849
27/11/2019,155000,La Ferté-Bernard,43,2,181,0.647335,48.186849
27/11/2019,155000,La Ferté-Bernard,23,1,181,0.647335,48.186849
11/12/2019,95000,La Ferté-Bernard,80,4,250,0.653976,48.185671
23/12/2019,190000,La Ferté-Bernard,35,2,102,0.642471,48.187655
23/12/2019,190000,La Ferté-Bernard,61,3,102,0.642471,48.187655
23/12/2019,190000,La Ferté-Bernard,49,2,102,0.642471,48.187655
11/01/2019,80000,Laval,84,5,313,-0.757993,48.072588
08/01/2019,33000,Meslay-du-Maine,26,1,53,-0.554142,47.948243
28/01/2019,100000,Laval,30,2,50,-0.76865,48.070664
28/01/2019,100000,Laval,30,2,50,-0.76865,48.070664
09/01/2019,80000,Laval,51,3,56,-0.781147,48.061942
09/01/2019,80000,Laval,25,1,56,-0.781147,48.061942
23/01/2019,180000,Laval,20,2,101,-0.777214,48.070861
23/01/2019,180000,Laval,33,3,101,-0.777214,48.070861
23/01/2019,180000,Laval,16,1,101,-0.777214,48.070861
08/02/2019,110000,Laval,34,2,58,-0.778789,48.071848
08/02/2019,110000,Laval,30,2,58,-0.778789,48.071848
08/02/2019,110000,Laval,30,2,58,-0.778789,48.071848
30/01/2019,117000,Laval,74,3,710,-0.786569,48.076895
30/01/2019,117000,Laval,68,3,710,-0.786569,48.076895
16/01/2019,75000,Laval,50,2,148,-0.771728,48.06814
16/01/2019,75000,Laval,50,2,148,-0.771728,48.06814
31/01/2019,145000,Laval,76,4,250,-0.74604,48.049702
31/01/2019,145000,Laval,27,1,250,-0.74604,48.049702
19/02/2019,45000,Meslay-du-Maine,30,1,15,-0.553979,47.950593
19/02/2019,45000,Meslay-du-Maine,81,4,15,-0.553979,47.950593
08/02/2019,60000,Blandouet-Saint Jean,97,4,870,-0.389823,48.034217
08/02/2019,60000,Blandouet-Saint Jean,97,4,1127,-0.389823,48.034217
08/02/2019,60000,Blandouet-Saint Jean,97,4,1127,-0.389823,48.034217
08/02/2019,60000,Blandouet-Saint Jean,97,4,870,-0.389823,48.034217
27/02/2019,525000,Laval,16,1,444,-0.767462,48.075683
27/02/2019,525000,Laval,58,3,444,-0.767462,48.075683
27/02/2019,525000,Laval,57,3,444,-0.767462,48.075683
27/02/2019,525000,Laval,71,3,444,-0.767462,48.075683
27/02/2019,525000,Laval,31,2,444,-0.767462,48.075683
27/02/2019,525000,Laval,91,4,444,-0.767462,48.075683
07/03/2019,260000,Laval,14,1,190,-0.777512,48.070077
07/03/2019,260000,Laval,20,1,190,-0.777512,48.070077
07/03/2019,260000,Laval,30,1,190,-0.777512,48.070077
07/03/2019,260000,Laval,20,1,190,-0.777512,48.070077
07/03/2019,260000,Laval,21,1,190,-0.777512,48.070077
07/03/2019,260000,Laval,14,1,190,-0.777512,48.070077
07/03/2019,260000,Laval,30,1,190,-0.777512,48.070077
01/03/2019,232000,Laval,35,2,143,-0.770053,48.067984
01/03/2019,232000,Laval,35,2,143,-0.770053,48.067984
01/03/2019,232000,Laval,30,1,143,-0.770053,48.067984
01/03/2019,232000,Laval,9,1,143,-0.770053,48.067984
01/03/2019,232000,Laval,9,1,143,-0.770053,48.067984
28/02/2019,305000,Laval,35,2,306,-0.786616,48.075918
28/02/2019,305000,Laval,100,3,306,-0.786616,48.075918
28/02/2019,305000,Laval,80,3,306,-0.786616,48.075918
28/02/2019,305000,Laval,70,3,306,-0.786616,48.075918
11/03/2019,115700,Laval,50,2,55,-0.773272,48.068914
27/02/2019,279000,Laval,33,1,117,-0.763717,48.073111
27/02/2019,279000,Laval,42,2,117,-0.763717,48.073111
27/02/2019,279000,Laval,42,2,117,-0.763717,48.073111
11/03/2019,130000,Laval,23,1,102,-0.760772,48.070849
11/03/2019,130000,Laval,23,1,102,-0.760772,48.070849
11/03/2019,130000,Laval,23,1,102,-0.760772,48.070849
08/03/2019,225000,Argentré,106,3,2056,-0.669351,48.074053
08/03/2019,225000,Argentré,59,2,1500,-0.669351,48.074053
08/03/2019,225000,Argentré,59,2,5915,-0.669351,48.074053
08/03/2019,225000,Argentré,59,2,2056,-0.669351,48.074053
08/03/2019,225000,Argentré,106,3,1500,-0.669351,48.074053
08/03/2019,225000,Argentré,106,3,1370,-0.669351,48.074053
08/03/2019,225000,Argentré,59,2,1370,-0.669351,48.074053
08/03/2019,225000,Argentré,106,3,1350,-0.669351,48.074053
08/03/2019,225000,Argentré,59,2,1350,-0.669351,48.074053
08/03/2019,225000,Argentré,106,3,5915,-0.669351,48.074053
28/02/2019,215450,Sainte-Suzanne-et-Chammes,36,2,214,-0.349201,48.098262
28/02/2019,215450,Sainte-Suzanne-et-Chammes,68,3,214,-0.349201,48.098262
07/03/2019,785673,Louverné,41,1,107,-0.719848,48.122312
07/03/2019,785673,Louverné,71,3,107,-0.719848,48.122312
15/03/2019,190000,Laval,72,4,452,-0.780146,48.068194
22/03/2019,140000,Meslay-du-Maine,30,2,124,-0.552773,47.949656
22/03/2019,140000,Meslay-du-Maine,35,2,124,-0.552773,47.949656
22/03/2019,140000,Meslay-du-Maine,30,2,124,-0.552773,47.949656
22/03/2019,140000,Meslay-du-Maine,35,2,124,-0.552773,47.949656
19/04/2019,327000,Laval,98,3,90,-0.771424,48.078231
19/04/2019,327000,Laval,59,2,90,-0.771424,48.078231
19/04/2019,327000,Laval,59,2,90,-0.771424,48.078231
19/04/2019,327000,Laval,98,3,90,-0.771424,48.078231
01/04/2019,120000,Laval,74,5,506,-0.749487,48.075704
08/04/2019,320000,Laval,30,2,309,-0.7714,48.078614
08/04/2019,320000,Laval,45,2,309,-0.7714,48.078614
08/04/2019,320000,Laval,65,3,309,-0.7714,48.078614
08/04/2019,320000,Laval,65,3,309,-0.7714,48.078614
24/04/2019,149000,Le Genest-Saint-Isle,81,4,1341,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,440,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,416,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,440,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,330,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,1341,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,416,-0.885765,48.10089
24/04/2019,149000,Le Genest-Saint-Isle,81,4,330,-0.885765,48.10089
30/04/2019,355000,Laval,21,1,2062,-0.791278,48.065811
30/04/2019,355000,Laval,28,1,2062,-0.791278,48.065811
30/04/2019,355000,Laval,36,2,2062,-0.791278,48.065811
30/04/2019,355000,Laval,21,1,2062,-0.791278,48.065811
30/04/2019,355000,Laval,26,1,2062,-0.791278,48.065811
30/04/2019,355000,Laval,22,1,2062,-0.791278,48.065811
30/04/2019,355000,Laval,75,3,2062,-0.791278,48.065811
30/04/2019,355000,Laval,55,3,2062,-0.791278,48.065811
27/05/2019,120000,Laval,10,1,282,-0.76773,48.060194
27/05/2019,120000,Laval,10,1,282,-0.76773,48.060194
27/05/2019,120000,Laval,10,1,282,-0.76773,48.060194
27/05/2019,120000,Laval,10,1,282,-0.76773,48.060194
27/05/2019,120000,Laval,12,1,282,-0.76773,48.060194
27/05/2019,120000,Laval,12,1,282,-0.76773,48.060194
27/05/2019,120000,Laval,12,1,282,-0.76773,48.060194
31/05/2019,225000,Laval,55,3,957,-0.76358,48.075999
22/05/2019,80000,Évron,39,2,80,-0.400783,48.155668
05/06/2019,127000,La Chapelle-Anthenaise,97,5,480,-0.677281,48.122175
05/06/2019,127000,La Chapelle-Anthenaise,70,4,480,-0.677281,48.122175
05/06/2019,127000,La Chapelle-Anthenaise,45,2,480,-0.677281,48.122175
05/06/2019,127000,La Chapelle-Anthenaise,42,2,480,-0.677281,48.122175
29/05/2019,427000,Laval,43,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,44,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,48,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,42,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,63,3,214,-0.772092,48.067834
29/05/2019,427000,Laval,42,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,36,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,46,2,214,-0.772092,48.067834
29/05/2019,427000,Laval,45,2,214,-0.772092,48.067834
07/06/2019,140000,Meslay-du-Maine,57,3,171,-0.553651,47.949458
07/06/2019,140000,Meslay-du-Maine,35,2,171,-0.553651,47.949458
07/06/2019,140000,Meslay-du-Maine,35,2,171,-0.553651,47.949458
07/06/2019,140000,Meslay-du-Maine,43,2,171,-0.553651,47.949458
07/06/2019,140000,Meslay-du-Maine,43,2,171,-0.553651,47.949458
07/06/2019,140000,Meslay-du-Maine,52,2,171,-0.553651,47.949458
29/05/2019,87500,Nuillé-sur-Vicoin,55,3,191,-0.782891,47.986664
11/06/2019,490000,Astillé,92,3,3986,-0.856106,47.972364
11/06/2019,490000,Astillé,115,4,39722,-0.856106,47.972364
11/06/2019,490000,Astillé,92,3,39722,-0.856106,47.972364
11/06/2019,490000,Astillé,115,4,3986,-0.856106,47.972364
13/06/2019,67500,Chailland,44,2,145,-0.873011,48.224069
13/06/2019,67500,Chailland,108,4,145,-0.873011,48.224069
13/06/2019,67500,Chailland,32,1,30,-0.87308,48.224129
