code_commune,annee_mutation,valeur_fonciere,nom_commune,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
158,2020,135000,Le Pellerin,20,1,121,-1.751336,47.199943
158,2020,450000,Le Pellerin,65,2,666,-1.756083,47.19902
158,2020,450000,Le Pellerin,48,1,666,-1.756083,47.19902
158,2020,450000,Le Pellerin,65,3,666,-1.756083,47.19902
158,2020,450000,Le Pellerin,60,3,666,-1.756083,47.19902
158,2020,450000,Le Pellerin,48,1,666,-1.756083,47.19902
158,2020,450000,Le Pellerin,60,3,666,-1.756083,47.19902
159,2020,630000,Le Pouliguen,65,3,910,-2.43031,47.279134
159,2020,630000,Le Pouliguen,65,3,910,-2.43031,47.279134
159,2020,430000,Le Pouliguen,25,1,204,-2.432196,47.276284
159,2020,430000,Le Pouliguen,70,3,204,-2.432196,47.276284
159,2020,370000,Le Pouliguen,63,4,480,-2.431398,47.266772
159,2020,370000,Le Pouliguen,85,5,480,-2.431398,47.266772
159,2020,400000,Le Pouliguen,36,2,114,-2.430637,47.277529
159,2020,400000,Le Pouliguen,38,2,114,-2.430637,47.277529
159,2020,400000,Le Pouliguen,38,3,114,-2.430637,47.277529
159,2020,553500,Le Pouliguen,33,3,72,-2.430448,47.278774
159,2020,553500,Le Pouliguen,34,2,72,-2.430448,47.278774
159,2020,90000,Le Pouliguen,17,1,4,-2.430136,47.277848
159,2020,630000,Le Pouliguen,35,2,110,-2.430452,47.274829
159,2020,630000,Le Pouliguen,35,2,110,-2.430452,47.274829
159,2020,630000,Le Pouliguen,35,2,110,-2.430452,47.274829
159,2020,630000,Le Pouliguen,37,2,110,-2.430452,47.274829
159,2020,630000,Le Pouliguen,51,2,177,-2.430379,47.274873
159,2020,630000,Le Pouliguen,51,2,177,-2.430379,47.274873
159,2020,630000,Le Pouliguen,46,2,177,-2.430379,47.274873
159,2020,630000,Le Pouliguen,53,2,177,-2.430379,47.274873
159,2020,310000,Le Pouliguen,32,1,185,-2.42894,47.27652
159,2020,310000,Le Pouliguen,32,1,185,-2.42894,47.27652
160,2020,71000,Le Puy-Notre-Dame,43,2,144,-0.236075,47.125183
160,2020,71000,Le Puy-Notre-Dame,40,1,144,-0.236075,47.125183
160,2020,71000,Le Puy-Notre-Dame,63,3,144,-0.236075,47.125183
161,2020,340000,Legé,26,2,259,-1.596781,46.88419
161,2020,340000,Legé,30,2,259,-1.596781,46.88419
161,2020,340000,Legé,50,2,259,-1.596781,46.88419
161,2020,340000,Legé,40,2,259,-1.596781,46.88419
161,2020,340000,Legé,40,2,259,-1.596781,46.88419
161,2020,340000,Legé,30,1,259,-1.596781,46.88419
162,2020,243000,Les Achards,52,2,120,-1.657643,46.618803
162,2020,243000,Les Achards,35,2,120,-1.657643,46.618803
162,2020,105500,Les Achards,78,5,188,-1.657242,46.619626
162,2020,105500,Les Achards,40,2,188,-1.657242,46.619626
163,2020,110000,Les Epesses,95,5,220,-0.900476,46.883891
163,2020,110000,Les Epesses,45,2,220,-0.900476,46.883891
164,2020,132000,Les Garennes sur Loire,127,4,480,-0.474871,47.355683
164,2020,132000,Les Garennes sur Loire,139,4,480,-0.474871,47.355683
164,2020,240000,Les Garennes sur Loire,38,1,515,-0.449382,47.396713
164,2020,240000,Les Garennes sur Loire,112,2,515,-0.449382,47.396713
165,2020,101000,Les Hauts-d'Anjou,138,5,363,-0.492167,47.6801
165,2020,95000,Les Hauts-d'Anjou,32,2,104,-0.570303,47.663318
165,2020,95000,Les Hauts-d'Anjou,67,3,104,-0.570303,47.663318
165,2020,95000,Les Hauts-d'Anjou,23,2,104,-0.570303,47.663318
165,2020,60000,Les Hauts-d'Anjou,27,1,323,-0.489653,47.679547
165,2020,60000,Les Hauts-d'Anjou,25,1,323,-0.489653,47.679547
165,2020,60000,Les Hauts-d'Anjou,52,2,323,-0.489653,47.679547
165,2020,44000,Les Hauts-d'Anjou,51,1,112,-0.485996,47.681739
165,2020,44000,Les Hauts-d'Anjou,75,3,112,-0.485996,47.681739
165,2020,127400,Les Hauts-d'Anjou,80,3,138,-0.487656,47.679755
165,2020,127400,Les Hauts-d'Anjou,115,5,138,-0.487656,47.679755
165,2020,149000,Les Hauts-d'Anjou,80,4,319,-0.571917,47.664451
165,2020,81000,Les Hauts-d'Anjou,33,1,1159,-0.491814,47.679091
165,2020,81000,Les Hauts-d'Anjou,40,2,1159,-0.491814,47.679091
165,2020,81000,Les Hauts-d'Anjou,45,2,1159,-0.491814,47.679091
165,2020,90000,Les Hauts-d'Anjou,47,2,618,-0.572102,47.664598
165,2020,90000,Les Hauts-d'Anjou,106,4,618,-0.572102,47.664598
165,2020,90000,Les Hauts-d'Anjou,48,1,618,-0.572102,47.664598
165,2020,168000,Les Hauts-d'Anjou,55,2,245,-0.449778,47.700518
165,2020,168000,Les Hauts-d'Anjou,80,4,245,-0.449778,47.700518
165,2020,168000,Les Hauts-d'Anjou,100,4,245,-0.449778,47.700518
165,2020,170000,Les Hauts-d'Anjou,160,6,358,-0.571854,47.664991
165,2020,147000,Les Hauts-d'Anjou,80,3,119,-0.492914,47.680512
166,2020,349300,Les Herbiers,40,2,178,-1.013627,46.871696
166,2020,349300,Les Herbiers,29,1,178,-1.013627,46.871696
166,2020,349300,Les Herbiers,30,1,178,-1.013627,46.871696
166,2020,139000,Les Herbiers,63,3,371,-1.018576,46.873176
166,2020,139000,Les Herbiers,14,1,371,-1.018576,46.873176
166,2020,139000,Les Herbiers,20,1,371,-1.018576,46.873176
166,2020,139000,Les Herbiers,33,2,371,-1.018576,46.873176
166,2020,139000,Les Herbiers,18,1,371,-1.018576,46.873176
166,2020,250000,Les Herbiers,60,3,661,-1.012827,46.868664
166,2020,250000,Les Herbiers,45,1,661,-1.012827,46.868664
166,2020,250000,Les Herbiers,64,3,661,-1.012827,46.868664
166,2020,120000,Les Herbiers,54,2,113,-1.020607,46.870341
166,2020,120000,Les Herbiers,52,2,113,-1.020607,46.870341
166,2020,252000,Les Herbiers,120,3,537,-1.014564,46.870767
166,2020,252000,Les Herbiers,24,1,537,-1.014564,46.870767
166,2020,252000,Les Herbiers,40,2,537,-1.014564,46.870767
166,2020,50000,Les Herbiers,20,1,1410,-0.959255,46.873278
166,2020,310000,Les Herbiers,57,3,141,-1.015047,46.871308
166,2020,310000,Les Herbiers,76,3,141,-1.015047,46.871308
166,2020,330000,Les Herbiers,37,2,59,-1.005748,46.852697
166,2020,330000,Les Herbiers,31,1,59,-1.005748,46.852697
166,2020,330000,Les Herbiers,32,1,59,-1.005748,46.852697
166,2020,330000,Les Herbiers,30,1,59,-1.005748,46.852697
167,2020,56000,Les Landes-Genusson,35,2,191,-1.11874,46.962978
168,2020,370000,Les Ponts-de-Cé,35,2,370,-0.519342,47.448432
168,2020,370000,Les Ponts-de-Cé,100,3,370,-0.519342,47.448432
168,2020,370000,Les Ponts-de-Cé,35,2,370,-0.519342,47.448432
168,2020,390000,Les Ponts-de-Cé,53,3,403,-0.502941,47.439647
168,2020,390000,Les Ponts-de-Cé,95,3,403,-0.502941,47.439647
168,2020,608126,Les Ponts-de-Cé,30,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,40,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,36,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,19,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,25,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,28,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,30,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,29,1,1889,-0.509211,47.439013
168,2020,608126,Les Ponts-de-Cé,29,1,1889,-0.509211,47.439013
168,2020,315000,Les Ponts-de-Cé,60,3,147,-0.527421,47.427766
168,2020,315000,Les Ponts-de-Cé,45,2,147,-0.527421,47.427766
168,2020,315000,Les Ponts-de-Cé,40,2,147,-0.527421,47.427766
168,2020,315000,Les Ponts-de-Cé,40,2,147,-0.527421,47.427766
168,2020,480000,Les Ponts-de-Cé,30,1,658,-0.528149,47.431484
168,2020,480000,Les Ponts-de-Cé,50,3,658,-0.528149,47.431484
168,2020,480000,Les Ponts-de-Cé,54,3,658,-0.528149,47.431484
168,2020,480000,Les Ponts-de-Cé,66,3,658,-0.528149,47.431484
168,2020,480000,Les Ponts-de-Cé,40,2,658,-0.528149,47.431484
168,2020,215000,Les Ponts-de-Cé,65,2,344,-0.528957,47.428509
168,2020,450000,Les Ponts-de-Cé,75,4,407,-0.522746,47.415087
168,2020,450000,Les Ponts-de-Cé,124,4,407,-0.522746,47.415087
168,2020,450000,Les Ponts-de-Cé,68,3,407,-0.522746,47.415087
168,2020,336000,Les Ponts-de-Cé,80,4,376,-0.487258,47.438889
168,2020,336000,Les Ponts-de-Cé,100,3,376,-0.487258,47.438889
169,2020,90000,Les Rairies,70,3,477,-0.207047,47.649627
169,2020,90000,Les Rairies,50,1,477,-0.207047,47.649627
170,2020,136000,Les Sables-d'Olonne,33,2,117,-1.764041,46.505469
170,2020,136000,Les Sables-d'Olonne,48,2,117,-1.764041,46.505469
170,2020,136000,Les Sables-d'Olonne,45,2,117,-1.764041,46.505469
170,2020,120000,Les Sables-d'Olonne,30,1,37,-1.764864,46.495668
170,2020,120000,Les Sables-d'Olonne,54,2,37,-1.764864,46.495668
170,2020,368000,Les Sables-d'Olonne,91,4,894,-1.777337,46.51192
170,2020,368000,Les Sables-d'Olonne,25,1,894,-1.777337,46.51192
170,2020,670000,Les Sables-d'Olonne,60,3,202,-1.73889,46.504818
170,2020,275500,Les Sables-d'Olonne,36,1,264,-1.775874,46.502259
170,2020,275500,Les Sables-d'Olonne,60,2,264,-1.775874,46.502259
170,2020,370000,Les Sables-d'Olonne,57,2,135,-1.770212,46.491717
170,2020,370000,Les Sables-d'Olonne,64,3,135,-1.770212,46.491717
170,2020,583000,Les Sables-d'Olonne,28,1,226,-1.770537,46.491992
170,2020,583000,Les Sables-d'Olonne,71,2,226,-1.770537,46.491992
170,2020,583000,Les Sables-d'Olonne,30,1,226,-1.770537,46.491992
171,2020,240000,Les Touches,44,2,57,-1.430275,47.442224
171,2020,240000,Les Touches,24,1,57,-1.430275,47.442224
171,2020,240000,Les Touches,23,1,57,-1.430275,47.442224
171,2020,240000,Les Touches,34,1,57,-1.430275,47.442224
171,2020,240000,Les Touches,22,1,57,-1.430275,47.442224
171,2020,240000,Les Touches,31,1,57,-1.430275,47.442224
172,2020,32000,Levaré,28,1,1147,-0.911874,48.417809
172,2020,32000,Levaré,43,2,1147,-0.911874,48.417809
172,2020,32000,Levaré,42,2,1147,-0.911874,48.417809
173,2020,100000,Ligné,49,2,451,-1.366044,47.409276
173,2020,100000,Ligné,49,2,451,-1.366044,47.409276
174,2020,148000,L'Île-d'Elle,150,5,1510,-0.934751,46.357418
174,2020,148000,L'Île-d'Elle,30,2,1510,-0.934751,46.357418
175,2020,249000,L'Île-d'Olonne,60,3,302,-1.780799,46.561638
176,2020,300000,Loir en Vallée,90,2,2413,0.652595,47.760967
177,2020,150000,Loire-Authion,20,1,380,-0.319106,47.412713
177,2020,150000,Loire-Authion,35,1,380,-0.319106,47.412713
177,2020,150000,Loire-Authion,36,2,380,-0.319106,47.412713
177,2020,150000,Loire-Authion,48,2,380,-0.319106,47.412713
177,2020,66000,Loire-Authion,28,2,10,-0.359361,47.473379
178,2020,162250,Loireauxence,30,1,1437,-1.030273,47.387175
178,2020,162250,Loireauxence,40,4,1437,-1.030273,47.387175
178,2020,147500,Loireauxence,33,1,218,-1.033037,47.386628
178,2020,147500,Loireauxence,32,1,218,-1.033037,47.386628
179,2020,116600,Loiron-Ruillé,105,4,659,-0.930227,48.070676
179,2020,116600,Loiron-Ruillé,105,4,659,-0.930227,48.070676
179,2020,116600,Loiron-Ruillé,105,4,584,-0.930227,48.070676
179,2020,116600,Loiron-Ruillé,105,4,584,-0.930227,48.070676
179,2020,100000,Loiron-Ruillé,37,2,117,-0.913893,48.073094
179,2020,100000,Loiron-Ruillé,37,2,2916,-0.913893,48.073094
179,2020,100000,Loiron-Ruillé,37,2,5974,-0.913893,48.073094
179,2020,100000,Loiron-Ruillé,37,2,1230,-0.913893,48.073094
179,2020,115000,Loiron-Ruillé,60,2,627,-0.956902,48.056541
179,2020,115000,Loiron-Ruillé,69,3,627,-0.956902,48.056541
180,2020,100000,Lombron,75,3,185,0.418159,48.078284
180,2020,100000,Lombron,64,3,185,0.418159,48.078284
181,2020,80000,Longeville-sur-Mer,32,2,56,-1.491648,46.423767
182,2020,80000,Longué-Jumelles,34,2,1207,-0.106609,47.434518
182,2020,80000,Longué-Jumelles,74,4,1207,-0.106609,47.434518
182,2020,165000,Longué-Jumelles,40,2,61,-0.109609,47.381297
182,2020,165000,Longué-Jumelles,40,2,61,-0.109609,47.381297
182,2020,1000000,Longué-Jumelles,90,4,690,-0.120229,47.376459
182,2020,1000000,Longué-Jumelles,50,3,690,-0.120229,47.376459
182,2020,1000000,Longué-Jumelles,69,3,690,-0.120229,47.376459
182,2020,1000000,Longué-Jumelles,94,4,690,-0.120229,47.376459
182,2020,1000000,Longué-Jumelles,77,4,690,-0.120229,47.376459
182,2020,1000000,Longué-Jumelles,63,3,690,-0.120229,47.376459
182,2020,1000000,Longué-Jumelles,61,3,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,67,3,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,53,2,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,49,2,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,41,1,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,52,2,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,68,3,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,50,2,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,31,1,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,40,1,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,48,2,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,37,1,1380,-0.120092,47.376656
182,2020,1000000,Longué-Jumelles,63,3,1380,-0.120092,47.376656
183,2020,77000,Loué,34,2,56,-0.153028,47.994092
183,2020,77000,Loué,34,2,56,-0.153028,47.994092
183,2020,61000,Loué,163,5,517,-0.151377,47.993999
183,2020,61000,Loué,72,3,517,-0.151377,47.993999
184,2020,230000,Louverné,50,2,564,-0.74202,48.103838
184,2020,230000,Louverné,50,2,891,-0.74202,48.103838
184,2020,90000,Louverné,24,2,470,-0.71111,48.125278
184,2020,90000,Louverné,56,1,470,-0.71111,48.125278
185,2020,106000,Luché-Pringé,55,3,29,0.074492,47.70333
185,2020,106000,Luché-Pringé,55,2,29,0.074492,47.70333
185,2020,106000,Luché-Pringé,55,3,29,0.074492,47.70333
186,2020,220000,Luçon,50,2,292,-1.164026,46.45468
186,2020,220000,Luçon,50,2,292,-1.164026,46.45468
186,2020,220000,Luçon,50,2,292,-1.164026,46.45468
186,2020,220000,Luçon,35,1,292,-1.164026,46.45468
186,2020,450000,Luçon,109,5,372,-1.165277,46.45465
186,2020,450000,Luçon,97,5,372,-1.165277,46.45465
186,2020,613500,Luçon,44,2,760,-1.164666,46.455021
186,2020,613500,Luçon,35,2,760,-1.164666,46.455021
186,2020,613500,Luçon,31,2,760,-1.164666,46.455021
186,2020,613500,Luçon,57,2,760,-1.164666,46.455021
186,2020,613500,Luçon,55,3,760,-1.164666,46.455021
186,2020,613500,Luçon,66,3,760,-1.164666,46.455021
186,2020,613500,Luçon,55,3,760,-1.164666,46.455021
186,2020,613500,Luçon,64,3,760,-1.164666,46.455021
186,2020,613500,Luçon,44,2,760,-1.164666,46.455021
186,2020,613500,Luçon,51,2,760,-1.164666,46.455021
186,2020,613500,Luçon,71,3,760,-1.164666,46.455021
186,2020,613500,Luçon,34,2,760,-1.164666,46.455021
186,2020,150000,Luçon,15,1,468,-1.161069,46.455537
186,2020,150000,Luçon,33,2,468,-1.161069,46.455537
186,2020,150000,Luçon,10,1,468,-1.161069,46.455537
186,2020,150000,Luçon,33,2,468,-1.161069,46.455537
186,2020,150000,Luçon,33,2,468,-1.161069,46.455537
186,2020,60000,Luçon,33,2,147,-1.16724,46.451819
186,2020,60000,Luçon,33,2,147,-1.16724,46.451819
186,2020,60000,Luçon,33,2,147,-1.16724,46.451819
186,2020,280000,Luçon,45,1,175,-1.165496,46.453441
186,2020,280000,Luçon,45,1,175,-1.165496,46.453441
186,2020,280000,Luçon,81,2,175,-1.165496,46.453441
186,2020,75000,Luçon,66,4,289,-1.165014,46.457916
186,2020,147000,Luçon,26,1,229,-1.17395,46.456133
186,2020,147000,Luçon,72,4,229,-1.17395,46.456133
186,2020,147000,Luçon,26,1,229,-1.17395,46.456133
186,2020,250000,Luçon,54,3,433,-1.167156,46.463244
186,2020,250000,Luçon,42,2,433,-1.167156,46.463244
186,2020,250000,Luçon,49,3,433,-1.167156,46.463244
186,2020,320000,Luçon,34,2,277,-1.164865,46.455938
186,2020,320000,Luçon,48,2,277,-1.164865,46.455938
186,2020,320000,Luçon,49,2,277,-1.164865,46.455938
186,2020,320000,Luçon,37,2,277,-1.164865,46.455938
186,2020,320000,Luçon,52,2,277,-1.164865,46.455938
186,2020,320000,Luçon,59,3,277,-1.164865,46.455938
186,2020,33000,Luçon,16,16,154,-1.155182,46.456201
187,2020,25000,Lys-Haut-Layon,37,2,186,-0.536684,47.144088
187,2020,25000,Lys-Haut-Layon,65,5,186,-0.536684,47.144088
187,2020,110000,Lys-Haut-Layon,54,2,192,-0.537079,47.145083
188,2020,135000,Machecoul-Saint-Même,73,4,116,-1.816892,46.991546
188,2020,300000,Machecoul-Saint-Même,28,1,239,-1.817345,46.992753
188,2020,300000,Machecoul-Saint-Même,50,3,239,-1.817345,46.992753
188,2020,300000,Machecoul-Saint-Même,24,1,239,-1.817345,46.992753
188,2020,300000,Machecoul-Saint-Même,45,3,239,-1.817345,46.992753
188,2020,300000,Machecoul-Saint-Même,26,1,239,-1.817345,46.992753
188,2020,300000,Machecoul-Saint-Même,48,2,239,-1.817345,46.992753
188,2020,245000,Machecoul-Saint-Même,50,2,146,-1.820187,46.99228
188,2020,245000,Machecoul-Saint-Même,72,2,146,-1.820187,46.99228
188,2020,245000,Machecoul-Saint-Même,50,2,146,-1.820187,46.99228
188,2020,154500,Machecoul-Saint-Même,99,3,167,-1.796615,47.02096
188,2020,154500,Machecoul-Saint-Même,73,3,167,-1.796615,47.02096
189,2020,160000,Mallièvre,19,1,613,-0.864957,46.912135
189,2020,160000,Mallièvre,19,1,613,-0.864957,46.912135
189,2020,160000,Mallièvre,13,1,613,-0.864957,46.912135
189,2020,160000,Mallièvre,10,1,613,-0.864957,46.912135
189,2020,160000,Mallièvre,38,1,613,-0.864957,46.912135
189,2020,160000,Mallièvre,28,1,613,-0.864957,46.912135
189,2020,160000,Mallièvre,16,1,613,-0.864957,46.912135
190,2020,130000,Malville,55,2,433,-1.835086,47.325189
190,2020,130000,Malville,83,3,433,-1.835086,47.325189
191,2020,112000,Mamers,30,2,93,0.375438,48.348534
191,2020,112000,Mamers,30,2,93,0.375438,48.348534
191,2020,112000,Mamers,18,2,93,0.375438,48.348534
191,2020,112000,Mamers,22,2,93,0.375438,48.348534
191,2020,82500,Mamers,40,2,110,0.368923,48.349813
191,2020,82500,Mamers,41,2,110,0.368923,48.349813
191,2020,82500,Mamers,48,2,110,0.368923,48.349813
191,2020,100000,Mamers,35,2,8,0.368451,48.350828
191,2020,100000,Mamers,35,2,8,0.368451,48.350828
191,2020,61800,Mamers,35,2,45,0.370196,48.349978
191,2020,61800,Mamers,35,1,45,0.370196,48.349978
192,2020,110000,Mareuil-sur-Lay-Dissais,69,4,136,-1.215756,46.535369
192,2020,88500,Mareuil-sur-Lay-Dissais,69,4,144,-1.215841,46.535458
193,2020,112400,Martinet,50,2,631,-1.677691,46.676218
193,2020,112400,Martinet,55,3,631,-1.677691,46.676218
193,2020,112400,Martinet,65,3,631,-1.677691,46.676218
194,2020,124000,Mauges-sur-Loire,48,2,74,-1.01839,47.363228
194,2020,124000,Mauges-sur-Loire,90,3,74,-1.01839,47.363228
194,2020,180000,Mauges-sur-Loire,100,3,492,-0.858007,47.389409
194,2020,180000,Mauges-sur-Loire,32,1,492,-0.858007,47.389409
194,2020,110000,Mauges-sur-Loire,38,2,74,-0.860925,47.391622
194,2020,110000,Mauges-sur-Loire,38,2,74,-0.860925,47.391622
194,2020,190000,Mauges-sur-Loire,82,3,976,-0.858894,47.354852
194,2020,190000,Mauges-sur-Loire,39,2,976,-0.858894,47.354852
194,2020,190000,Mauges-sur-Loire,83,3,976,-0.858894,47.354852
194,2020,190000,Mauges-sur-Loire,38,2,976,-0.858894,47.354852
194,2020,190000,Mauges-sur-Loire,39,2,976,-0.858894,47.354852
194,2020,200000,Mauges-sur-Loire,15,1,258,-0.860576,47.355566
194,2020,200000,Mauges-sur-Loire,115,4,258,-0.860576,47.355566
194,2020,235000,Mauges-sur-Loire,57,2,470,-0.863433,47.387564
194,2020,200000,Mauges-sur-Loire,98,5,500,-1.006866,47.360185
194,2020,200000,Mauges-sur-Loire,49,2,500,-1.006866,47.360185
194,2020,200000,Mauges-sur-Loire,49,2,1528,-1.006866,47.360185
194,2020,200000,Mauges-sur-Loire,98,5,1528,-1.006866,47.360185
194,2020,360000,Mauges-sur-Loire,68,3,550,-1.014631,47.363436
194,2020,360000,Mauges-sur-Loire,77,4,550,-1.014631,47.363436
194,2020,360000,Mauges-sur-Loire,95,4,550,-1.014631,47.363436
194,2020,360000,Mauges-sur-Loire,85,3,550,-1.014631,47.363436
194,2020,360000,Mauges-sur-Loire,93,4,550,-1.014631,47.363436
194,2020,102000,Mauges-sur-Loire,110,4,144,-0.860512,47.357293
194,2020,102000,Mauges-sur-Loire,10,0,144,-0.860512,47.357293
194,2020,160000,Mauges-sur-Loire,65,2,328,-1.016199,47.363925
194,2020,160000,Mauges-sur-Loire,65,2,328,-1.016199,47.363925
195,2020,70000,Maulévrier,91,2,2525,-0.783386,47.040356
195,2020,70000,Maulévrier,127,5,2525,-0.783386,47.040356
196,2020,200000,Mauves-sur-Loire,45,2,266,-1.373063,47.307794
196,2020,165030,Mauves-sur-Loire,45,2,266,-1.372957,47.307703
196,2020,337000,Mauves-sur-Loire,78,3,252,-1.387342,47.293704
196,2020,337000,Mauves-sur-Loire,70,3,252,-1.387342,47.293704
196,2020,430000,Mauves-sur-Loire,75,3,1495,-1.363252,47.305134
196,2020,150000,Mauves-sur-Loire,54,2,91,-1.387575,47.293851
196,2020,150000,Mauves-sur-Loire,54,3,91,-1.387575,47.293851
197,2020,77000,Mayenne,63,2,166,-0.618314,48.30442
197,2020,205000,Mayenne,100,4,326,-0.608773,48.305947
197,2020,205000,Mayenne,100,4,326,-0.608773,48.305947
197,2020,205000,Mayenne,100,2,326,-0.608773,48.305947
197,2020,120000,Mayenne,25,2,48,-0.621515,48.305193
197,2020,120000,Mayenne,27,2,48,-0.621515,48.305193
197,2020,120000,Mayenne,32,1,48,-0.621515,48.305193
197,2020,180000,Mayenne,63,3,74,-0.619025,48.304263
197,2020,180000,Mayenne,31,1,74,-0.619025,48.304263
197,2020,180000,Mayenne,63,3,74,-0.619025,48.304263
197,2020,160000,Mayenne,30,2,101,-0.61243,48.302196
197,2020,160000,Mayenne,30,2,101,-0.61243,48.302196
197,2020,160000,Mayenne,28,1,101,-0.61243,48.302196
197,2020,140000,Mayenne,40,2,49,-0.619107,48.304602
197,2020,140000,Mayenne,20,2,49,-0.619107,48.304602
197,2020,140000,Mayenne,40,2,49,-0.619107,48.304602
197,2020,140000,Mayenne,40,2,49,-0.619107,48.304602
197,2020,140000,Mayenne,80,4,47,-0.62044,48.303293
197,2020,95000,Mayenne,41,2,44,-0.620936,48.304595
197,2020,95000,Mayenne,41,2,44,-0.620936,48.304595
197,2020,95000,Mayenne,41,2,44,-0.620936,48.304595
197,2020,102000,Mayenne,25,1,155,-0.617444,48.306013
197,2020,102000,Mayenne,32,1,155,-0.617444,48.306013
197,2020,102000,Mayenne,35,2,155,-0.617444,48.306013
197,2020,110000,Mayenne,60,3,216,-0.616154,48.304959
197,2020,110000,Mayenne,42,2,216,-0.616154,48.304959
197,2020,110000,Mayenne,60,3,216,-0.616154,48.304959
197,2020,110000,Mayenne,60,3,216,-0.616154,48.304959
197,2020,68500,Mayenne,38,1,27,-0.616425,48.305214
197,2020,160000,Mayenne,60,2,123,-0.615535,48.302988
197,2020,160000,Mayenne,70,2,123,-0.615535,48.302988
197,2020,160000,Mayenne,20,1,123,-0.615535,48.302988
197,2020,160000,Mayenne,30,1,123,-0.615535,48.302988
197,2020,160000,Mayenne,30,1,123,-0.615535,48.302988
197,2020,118000,Mayenne,23,1,49,-0.621318,48.301934
197,2020,118000,Mayenne,23,1,49,-0.621318,48.301934
197,2020,135000,Mayenne,25,2,48,-0.621515,48.305193
197,2020,135000,Mayenne,27,2,48,-0.621515,48.305193
197,2020,135000,Mayenne,32,1,48,-0.621515,48.305193
197,2020,165900,Mayenne,50,2,160,-0.614025,48.30233
197,2020,165900,Mayenne,42,1,160,-0.614025,48.30233
197,2020,165900,Mayenne,50,2,160,-0.614025,48.30233
197,2020,70000,Mayenne,128,5,615,-0.61099,48.29936
197,2020,132000,Mayenne,65,3,114,-0.615139,48.307071
197,2020,132000,Mayenne,69,3,114,-0.615139,48.307071
197,2020,20000,Mayenne,55,2,41,-0.614792,48.303078
197,2020,57000,Mayenne,52,3,219,-0.620372,48.304516
197,2020,57000,Mayenne,24,1,219,-0.620372,48.304516
197,2020,57000,Mayenne,26,1,219,-0.620372,48.304516
197,2020,88000,Mayenne,61,3,102,-0.615017,48.302873
197,2020,205000,Mayenne,84,4,578,-0.616377,48.292306
197,2020,205000,Mayenne,162,8,4006,-0.616377,48.292306
197,2020,205000,Mayenne,162,8,578,-0.616377,48.292306
197,2020,205000,Mayenne,84,4,1046,-0.616377,48.292306
197,2020,205000,Mayenne,84,4,4006,-0.616377,48.292306
197,2020,205000,Mayenne,162,8,1046,-0.616377,48.292306
198,2020,57500,Mayet,43,1,947,0.282359,47.759884
198,2020,57500,Mayet,42,1,947,0.282359,47.759884
199,2020,241250,Mazé-Milon,32,1,280,-0.282655,47.470461
199,2020,241250,Mazé-Milon,50,1,280,-0.282655,47.470461
199,2020,241250,Mazé-Milon,32,1,280,-0.282655,47.470461
199,2020,241250,Mazé-Milon,50,1,280,-0.282655,47.470461
199,2020,241250,Mazé-Milon,50,1,280,-0.282655,47.470461
199,2020,241250,Mazé-Milon,50,1,280,-0.282655,47.470461
199,2020,140000,Mazé-Milon,27,1,42,-0.274076,47.456293
199,2020,140000,Mazé-Milon,59,3,42,-0.274076,47.456293
200,2020,1179125,Mésanger,90,4,3887,-1.190438,47.416255
201,2020,47000,Meslay-du-Maine,62,3,78,-0.552811,47.950117
201,2020,150000,Meslay-du-Maine,43,2,190,-0.551507,47.949837
201,2020,150000,Meslay-du-Maine,52,2,190,-0.551507,47.949837
201,2020,150000,Meslay-du-Maine,45,2,190,-0.551507,47.949837
201,2020,150000,Meslay-du-Maine,43,2,190,-0.551507,47.949837
202,2020,140000,Montaigu-Vendée,47,2,209,-1.330857,47.002061
202,2020,140000,Montaigu-Vendée,66,3,209,-1.330857,47.002061
202,2020,240000,Montaigu-Vendée,18,1,73,-1.315716,46.979702
202,2020,240000,Montaigu-Vendée,20,1,73,-1.315716,46.979702
202,2020,240000,Montaigu-Vendée,18,1,73,-1.315716,46.979702
202,2020,240000,Montaigu-Vendée,20,1,73,-1.315716,46.979702
