annee_mutation,valeur_fonciere,nom_commune,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,code_commune
2018,107000,Bazoges-en-Paillers,35,2,196,-1.132521,46.907373,30
2018,107000,Bazoges-en-Paillers,132,5,196,-1.132521,46.907373,30
2017,80000,Bazoges-en-Pareds,60,3,2040,-0.92509,46.678273,31
2017,80000,Bazoges-en-Pareds,90,3,2040,-0.92509,46.678273,31
2017,50000,Bazouges Cré sur Loir,43,2,440,-0.173853,47.6882,32
2017,50000,Bazouges Cré sur Loir,45,2,440,-0.173853,47.6882,32
2020,290000,Beaucouzé,117,4,881,-0.654088,47.459633,33
2020,290000,Beaucouzé,38,2,881,-0.654088,47.459633,33
2020,900000,Beaucouzé,65,3,1421,-0.619737,47.470813,33
2018,325000,Beaucouzé,117,4,881,-0.654088,47.459633,33
2018,325000,Beaucouzé,38,2,881,-0.654088,47.459633,33
2021,70000,Beaufort-en-Anjou,51,1,100,-0.211895,47.439396,34
2021,70000,Beaufort-en-Anjou,43,1,100,-0.211895,47.439396,34
2021,263750,Beaufort-en-Anjou,27,1,183,-0.21533,47.440787,34
2021,263750,Beaufort-en-Anjou,28,1,183,-0.21533,47.440787,34
2021,263750,Beaufort-en-Anjou,16,1,183,-0.21533,47.440787,34
2021,263750,Beaufort-en-Anjou,38,2,183,-0.21533,47.440787,34
2021,263750,Beaufort-en-Anjou,23,1,183,-0.21533,47.440787,34
2021,263750,Beaufort-en-Anjou,38,2,183,-0.21533,47.440787,34
2021,140000,Beaufort-en-Anjou,60,2,114,-0.21917,47.440771,34
2021,140000,Beaufort-en-Anjou,30,1,114,-0.21917,47.440771,34
2021,140000,Beaufort-en-Anjou,30,1,114,-0.21917,47.440771,34
2021,140000,Beaufort-en-Anjou,60,2,114,-0.21917,47.440771,34
2021,140000,Beaufort-en-Anjou,25,1,114,-0.21917,47.440771,34
2021,132500,Beaufort-en-Anjou,26,2,72,-0.215989,47.438904,34
2021,132500,Beaufort-en-Anjou,42,2,72,-0.215989,47.438904,34
2021,268000,Beaufort-en-Anjou,73,3,198,-0.2166,47.440675,34
2021,268000,Beaufort-en-Anjou,68,3,198,-0.2166,47.440675,34
2021,268000,Beaufort-en-Anjou,56,2,198,-0.2166,47.440675,34
2021,268000,Beaufort-en-Anjou,67,3,64,-0.216632,47.440727,34
2021,268000,Beaufort-en-Anjou,93,2,64,-0.216632,47.440727,34
2020,100000,Beaufort-en-Anjou,52,3,125,-0.220701,47.44041,34
2020,100000,Beaufort-en-Anjou,50,3,125,-0.220701,47.44041,34
2020,130000,Beaufort-en-Anjou,39,2,340,-0.216772,47.438524,34
2020,130000,Beaufort-en-Anjou,39,2,340,-0.216772,47.438524,34
2020,188000,Beaufort-en-Anjou,58,3,391,-0.21983,47.440119,34
2020,188000,Beaufort-en-Anjou,53,3,391,-0.21983,47.440119,34
2020,188000,Beaufort-en-Anjou,66,3,391,-0.21983,47.440119,34
2020,225000,Beaufort-en-Anjou,47,1,138,-0.214726,47.439831,34
2020,100000,Beaufort-en-Anjou,65,5,334,-0.21673,47.441192,34
2018,175000,Beaufort-en-Anjou,34,2,202,-0.218882,47.441069,34
2018,175000,Beaufort-en-Anjou,48,3,202,-0.218882,47.441069,34
2018,175000,Beaufort-en-Anjou,50,3,202,-0.218882,47.441069,34
2018,221000,Beaufort-en-Anjou,45,2,524,-0.222357,47.439451,34
2018,221000,Beaufort-en-Anjou,95,3,524,-0.222357,47.439451,34
2018,221000,Beaufort-en-Anjou,45,2,524,-0.222357,47.439451,34
2017,168500,Beaufort-en-Anjou,34,1,210,-0.213841,47.440985,34
2017,168500,Beaufort-en-Anjou,18,1,210,-0.213841,47.440985,34
2017,168500,Beaufort-en-Anjou,21,1,210,-0.213841,47.440985,34
2017,168500,Beaufort-en-Anjou,33,1,210,-0.213841,47.440985,34
2017,168500,Beaufort-en-Anjou,32,2,210,-0.213841,47.440985,34
2017,208000,Beaufort-en-Anjou,30,1,591,-0.208572,47.439835,34
2017,208000,Beaufort-en-Anjou,44,2,591,-0.208572,47.439835,34
2017,208000,Beaufort-en-Anjou,27,1,591,-0.208572,47.439835,34
2017,180000,Beaufort-en-Anjou,65,2,538,-0.213863,47.440127,34
2017,180000,Beaufort-en-Anjou,27,1,538,-0.213863,47.440127,34
2017,180000,Beaufort-en-Anjou,40,2,538,-0.213863,47.440127,34
2017,180000,Beaufort-en-Anjou,65,2,538,-0.213863,47.440127,34
2017,180000,Beaufort-en-Anjou,65,2,538,-0.213863,47.440127,34
2017,530000,Beaufort-en-Anjou,54,2,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,65,3,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,65,3,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,54,2,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,54,2,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,65,3,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,56,2,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,54,2,747,-0.225873,47.438002,34
2017,530000,Beaufort-en-Anjou,54,2,747,-0.225873,47.438002,34
2017,1,Beaufort-en-Anjou,41,2,120,-0.218637,47.441076,34
2017,1,Beaufort-en-Anjou,18,1,120,-0.218637,47.441076,34
2017,1,Beaufort-en-Anjou,60,2,120,-0.218637,47.441076,34
2017,1,Beaufort-en-Anjou,52,2,120,-0.218637,47.441076,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,41,3,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,41,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,41,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,41,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2017,540000,Beaufort-en-Anjou,46,2,1000,-0.211094,47.443044,34
2020,90000,Beaulieu-sous-la-Roche,86,3,85,-1.610347,46.676118,35
2020,90000,Beaulieu-sous-la-Roche,86,3,85,-1.610347,46.676118,35
2017,135000,Beaulieu-sous-la-Roche,132,5,144,-1.609568,46.676679,35
2017,120000,Beaulieu-sous-la-Roche,139,6,157,-1.612515,46.701439,35
2017,120000,Beaulieu-sous-la-Roche,56,2,157,-1.612515,46.701439,35
2021,100000,Beaulieu-sur-Layon,52,1,122,-0.590052,47.310564,36
2018,363890,Beaulieu-sur-Oudon,35,2,833,-0.996029,48.005406,37
2017,25000,Beaumont-sur-Dême,73,3,78,0.568985,47.693903,38
2017,25000,Beaumont-sur-Dême,44,2,78,0.568985,47.693903,38
2019,150000,Beaumont-sur-Sarthe,59,3,150,0.131702,48.225875,39
2019,150000,Beaumont-sur-Sarthe,74,4,150,0.131702,48.225875,39
2019,150000,Beaumont-sur-Sarthe,82,4,150,0.131702,48.225875,39
2019,129000,Beaumont-sur-Sarthe,26,2,1084,0.13181,48.229195,39
2019,118000,Beaumont-sur-Sarthe,80,4,1425,0.132601,48.22876,39
2019,118000,Beaumont-sur-Sarthe,80,4,1425,0.132601,48.22876,39
2019,118000,Beaumont-sur-Sarthe,80,4,1425,0.132601,48.22876,39
2019,118000,Beaumont-sur-Sarthe,80,4,1425,0.132601,48.22876,39
2019,118000,Beaumont-sur-Sarthe,69,3,1425,0.132601,48.22876,39
2019,118000,Beaumont-sur-Sarthe,91,5,1425,0.132601,48.22876,39
2018,130000,Beaumont-sur-Sarthe,120,6,220,0.130636,48.225665,39
2018,130000,Beaumont-sur-Sarthe,120,6,220,0.130636,48.225665,39
2017,75000,Beaumont-sur-Sarthe,85,4,56,0.128331,48.226412,39
2019,115000,Beaupréau-en-Mauges,76,4,621,-0.985383,47.202768,40
2019,110000,Beaupréau-en-Mauges,51,2,90,-0.992266,47.200926,40
2019,70000,Beaupréau-en-Mauges,70,3,847,-0.986308,47.203357,40
2019,70000,Beaupréau-en-Mauges,10,1,847,-0.986308,47.203357,40
2019,70000,Beaupréau-en-Mauges,65,1,847,-0.986308,47.203357,40
2019,25000,Beaupréau-en-Mauges,50,2,58,-0.99391,47.200082,40
2019,25000,Beaupréau-en-Mauges,42,2,58,-0.99391,47.200082,40
2019,25000,Beaupréau-en-Mauges,45,2,58,-0.99391,47.200082,40
2019,64190,Beaupréau-en-Mauges,20,1,62,-0.99599,47.201469,40
2019,64190,Beaupréau-en-Mauges,21,1,62,-0.99599,47.201469,40
2019,101000,Beaupréau-en-Mauges,50,2,119,-1.063609,47.146976,40
2019,101000,Beaupréau-en-Mauges,50,2,119,-1.063609,47.146976,40
2019,101000,Beaupréau-en-Mauges,35,1,119,-1.063609,47.146976,40
2021,115000,Beaupréau-en-Mauges,40,3,200,-0.992102,47.201552,40
2021,1000,Beaupréau-en-Mauges,50,2,26,-0.995156,47.199889,40
2021,1000,Beaupréau-en-Mauges,34,2,26,-0.995156,47.199889,40
2021,1000,Beaupréau-en-Mauges,63,4,26,-0.995156,47.199889,40
2021,1000,Beaupréau-en-Mauges,59,3,26,-0.995156,47.199889,40
2021,190000,Beaupréau-en-Mauges,100,3,278,-0.982881,47.203851,40
2021,190000,Beaupréau-en-Mauges,34,1,278,-0.982881,47.203851,40
2021,190000,Beaupréau-en-Mauges,41,1,278,-0.982881,47.203851,40
2021,190000,Beaupréau-en-Mauges,30,1,278,-0.982881,47.203851,40
2021,170000,Beaupréau-en-Mauges,70,2,100,-0.954728,47.169727,40
2021,170000,Beaupréau-en-Mauges,63,1,100,-0.954728,47.169727,40
2021,225000,Beaupréau-en-Mauges,50,2,404,-0.995046,47.199784,40
2020,160000,Beaupréau-en-Mauges,52,2,116,-0.993142,47.199872,40
2020,160000,Beaupréau-en-Mauges,72,4,116,-0.993142,47.199872,40
2020,160000,Beaupréau-en-Mauges,77,3,116,-0.993142,47.199872,40
2020,180000,Beaupréau-en-Mauges,45,2,70,-0.86415,47.195702,40
2020,180000,Beaupréau-en-Mauges,79,3,70,-0.86415,47.195702,40
2020,180000,Beaupréau-en-Mauges,38,2,70,-0.86415,47.195702,40
2020,180000,Beaupréau-en-Mauges,76,3,70,-0.86415,47.195702,40
2020,51500,Beaupréau-en-Mauges,30,1,73,-0.99377,47.202056,40
2020,195000,Beaupréau-en-Mauges,40,3,266,-0.868681,47.195935,40
2020,195000,Beaupréau-en-Mauges,70,3,266,-0.868681,47.195935,40
2020,195000,Beaupréau-en-Mauges,65,3,266,-0.868681,47.195935,40
2020,41000,Beaupréau-en-Mauges,23,1,38,-0.86864,47.196244,40
2020,41000,Beaupréau-en-Mauges,26,1,38,-0.86864,47.196244,40
2020,41000,Beaupréau-en-Mauges,23,1,38,-0.86864,47.196244,40
2020,41000,Beaupréau-en-Mauges,11,1,38,-0.86864,47.196244,40
2020,87500,Beaupréau-en-Mauges,50,2,121,-0.995917,47.202209,40
2020,87500,Beaupréau-en-Mauges,45,1,121,-0.995917,47.202209,40
2020,200,Beaupréau-en-Mauges,20,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,24,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,20,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,28,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,22,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,23,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,20,1,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,31,2,21,-0.982674,47.20309,40
2020,200,Beaupréau-en-Mauges,23,1,21,-0.982674,47.20309,40
2020,190000,Beaupréau-en-Mauges,59,3,58,-1.05794,47.152751,40
2020,190000,Beaupréau-en-Mauges,43,2,58,-1.05794,47.152751,40
2020,190000,Beaupréau-en-Mauges,53,2,58,-1.05794,47.152751,40
2020,190000,Beaupréau-en-Mauges,68,3,58,-1.05794,47.152751,40
2020,165600,Beaupréau-en-Mauges,45,2,140,-0.993634,47.202038,40
2020,165600,Beaupréau-en-Mauges,60,3,140,-0.993634,47.202038,40
2020,165600,Beaupréau-en-Mauges,60,3,140,-0.993634,47.202038,40
2020,165600,Beaupréau-en-Mauges,28,1,140,-0.993634,47.202038,40
2020,165600,Beaupréau-en-Mauges,40,1,140,-0.993634,47.202038,40
2020,160000,Beaupréau-en-Mauges,68,1,157,-0.992907,47.200826,40
2020,160000,Beaupréau-en-Mauges,68,3,157,-0.992907,47.200826,40
2020,225000,Beaupréau-en-Mauges,49,2,946,-0.836445,47.197049,40
2020,225000,Beaupréau-en-Mauges,69,3,946,-0.836445,47.197049,40
2020,300000,Beaupréau-en-Mauges,74,3,910,-0.982486,47.204314,40
2018,83000,Beaupréau-en-Mauges,54,2,140,-0.994977,47.198556,40
2018,83000,Beaupréau-en-Mauges,50,2,140,-0.994977,47.198556,40
2018,83000,Beaupréau-en-Mauges,50,2,140,-0.994977,47.198556,40
2018,114000,Beaupréau-en-Mauges,92,4,106,-0.897779,47.231077,40
2018,105000,Beaupréau-en-Mauges,54,4,950,-0.983432,47.204776,40
2018,105000,Beaupréau-en-Mauges,24,1,950,-0.983432,47.204776,40
2018,325000,Beaupréau-en-Mauges,33,2,227,-0.994382,47.199601,40
2018,325000,Beaupréau-en-Mauges,66,2,227,-0.994382,47.199601,40
2018,325000,Beaupréau-en-Mauges,33,2,227,-0.994382,47.199601,40
2018,325000,Beaupréau-en-Mauges,80,3,227,-0.994382,47.199601,40
2018,325000,Beaupréau-en-Mauges,80,3,227,-0.994382,47.199601,40
2018,325000,Beaupréau-en-Mauges,65,2,227,-0.994382,47.199601,40
2018,370000,Beaupréau-en-Mauges,31,2,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,25,1,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,25,1,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,58,3,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,58,3,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,57,3,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,25,2,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,33,3,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,20,1,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,34,3,255,-0.984761,47.207869,40
2018,370000,Beaupréau-en-Mauges,60,3,470,-0.984681,47.207862,40
2018,120000,Beaupréau-en-Mauges,98,4,208,-0.897218,47.227284,40
2018,120000,Beaupréau-en-Mauges,145,3,208,-0.897218,47.227284,40
2018,258000,Beaupréau-en-Mauges,24,1,440,-0.983363,47.203668,40
2018,258000,Beaupréau-en-Mauges,27,1,440,-0.983363,47.203668,40
2018,258000,Beaupréau-en-Mauges,31,1,440,-0.983363,47.203668,40
2018,258000,Beaupréau-en-Mauges,40,1,440,-0.983363,47.203668,40
2018,258000,Beaupréau-en-Mauges,23,1,440,-0.983363,47.203668,40
2018,258000,Beaupréau-en-Mauges,25,1,440,-0.983363,47.203668,40
2018,85000,Beaupréau-en-Mauges,68,3,160,-0.898009,47.254399,40
2018,85000,Beaupréau-en-Mauges,22,1,160,-0.898009,47.254399,40
2018,85000,Beaupréau-en-Mauges,36,1,160,-0.898009,47.254399,40
2018,85000,Beaupréau-en-Mauges,37,1,160,-0.898009,47.254399,40
2018,85000,Beaupréau-en-Mauges,21,1,160,-0.898009,47.254399,40
2018,195000,Beaupréau-en-Mauges,70,3,266,-0.868681,47.195935,40
2018,195000,Beaupréau-en-Mauges,65,3,266,-0.868681,47.195935,40
2018,195000,Beaupréau-en-Mauges,40,3,266,-0.868681,47.195935,40
2018,70000,Beaupréau-en-Mauges,39,2,56,-0.984476,47.202798,40
2018,180000,Beaupréau-en-Mauges,15,1,128,-0.984098,47.202905,40
2018,180000,Beaupréau-en-Mauges,21,1,128,-0.984098,47.202905,40
2018,180000,Beaupréau-en-Mauges,15,1,92,-0.984274,47.20288,40
2018,180000,Beaupréau-en-Mauges,66,3,92,-0.984274,47.20288,40
2018,180000,Beaupréau-en-Mauges,22,1,92,-0.984274,47.20288,40
2018,180000,Beaupréau-en-Mauges,14,1,92,-0.984274,47.20288,40
2018,180000,Beaupréau-en-Mauges,15,1,110,-0.984189,47.202836,40
2018,180000,Beaupréau-en-Mauges,22,1,110,-0.984189,47.202836,40
2018,180000,Beaupréau-en-Mauges,49,2,110,-0.984189,47.202836,40
2017,143000,Beaupréau-en-Mauges,68,3,238,-0.866693,47.195213,40
2017,143000,Beaupréau-en-Mauges,58,3,238,-0.866693,47.195213,40
2017,26000,Beaupréau-en-Mauges,70,3,325,-1.111674,47.179474,40
2017,26000,Beaupréau-en-Mauges,50,2,325,-1.111674,47.179474,40
2017,150000,Beaupréau-en-Mauges,56,2,169,-0.994462,47.199501,40
2017,150000,Beaupréau-en-Mauges,71,2,169,-0.994462,47.199501,40
2017,150000,Beaupréau-en-Mauges,63,2,169,-0.994462,47.199501,40
2017,150000,Beaupréau-en-Mauges,53,2,169,-0.994462,47.199501,40
2017,162000,Beaupréau-en-Mauges,28,1,186,-0.994549,47.201208,40
2017,162000,Beaupréau-en-Mauges,28,2,186,-0.994549,47.201208,40
2017,162000,Beaupréau-en-Mauges,15,1,186,-0.994549,47.201208,40
2017,162000,Beaupréau-en-Mauges,35,2,186,-0.994549,47.201208,40
2017,162000,Beaupréau-en-Mauges,27,1,186,-0.994549,47.201208,40
2017,162000,Beaupréau-en-Mauges,41,1,186,-0.994549,47.201208,40
2017,162000,Beaupréau-en-Mauges,34,2,186,-0.994549,47.201208,40
2017,151200,Beaupréau-en-Mauges,30,1,419,-0.980732,47.203211,40
2017,151200,Beaupréau-en-Mauges,75,2,419,-0.980732,47.203211,40
2017,70000,Beaupréau-en-Mauges,49,2,1125,-0.836932,47.229383,40
2017,70000,Beaupréau-en-Mauges,86,4,1125,-0.836932,47.229383,40
2020,155000,Beauvoir-sur-Mer,65,4,185,-2.040689,46.914961,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,155000,Beauvoir-sur-Mer,65,4,185,-2.040689,46.914961,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2020,272500,Beauvoir-sur-Mer,18,1,660,-2.043532,46.916245,41
2018,80000,Beauvoir-sur-Mer,45,2,415,-2.046336,46.915851,41
2017,90000,Beauvoir-sur-Mer,28,1,51,-2.043496,46.916101,41
2019,465000,Bécon-les-Granits,43,2,110,-0.79784,47.503094,42
2019,465000,Bécon-les-Granits,44,3,110,-0.79784,47.503094,42
2019,465000,Bécon-les-Granits,42,3,110,-0.79784,47.503094,42
2019,465000,Bécon-les-Granits,37,1,110,-0.79784,47.503094,42
2021,145000,Bécon-les-Granits,68,3,100,-0.80129,47.503096,42
2021,145000,Bécon-les-Granits,70,3,100,-0.80129,47.503096,42
2021,415000,Bécon-les-Granits,112,4,298,-0.799178,47.503186,42
2021,415000,Bécon-les-Granits,92,4,298,-0.799178,47.503186,42
2021,160579,Bécon-les-Granits,74,3,242,-0.80165,47.503285,42
2021,160579,Bécon-les-Granits,90,4,242,-0.80165,47.503285,42
2020,158000,Bécon-les-Granits,103,5,1155,-0.792306,47.501679,42
2020,158000,Bécon-les-Granits,75,3,1155,-0.792306,47.501679,42
2017,215000,Bécon-les-Granits,42,2,130,-0.796353,47.503124,42
2017,215000,Bécon-les-Granits,27,1,130,-0.796353,47.503124,42
2017,215000,Bécon-les-Granits,42,2,130,-0.796353,47.503124,42
2017,215000,Bécon-les-Granits,40,2,130,-0.796353,47.503124,42
2017,215000,Bécon-les-Granits,65,3,130,-0.796353,47.503124,42
2021,100000,Bégrolles-en-Mauges,72,3,160,-0.939626,47.140008,43
2021,100000,Bégrolles-en-Mauges,72,3,160,-0.939626,47.140008,43
2021,90000,Bégrolles-en-Mauges,120,4,538,-0.937358,47.140099,43
2020,197000,Bégrolles-en-Mauges,75,4,206,-0.937504,47.139738,43
2020,197000,Bégrolles-en-Mauges,70,3,206,-0.937504,47.139738,43
2020,197000,Bégrolles-en-Mauges,35,2,206,-0.937504,47.139738,43
2020,197000,Bégrolles-en-Mauges,37,2,206,-0.937504,47.139738,43
2018,115000,Bégrolles-en-Mauges,35,2,206,-0.937504,47.139738,43
2018,115000,Bégrolles-en-Mauges,70,3,206,-0.937504,47.139738,43
2018,115000,Bégrolles-en-Mauges,75,4,206,-0.937504,47.139738,43
2018,115000,Bégrolles-en-Mauges,37,2,206,-0.937504,47.139738,43
2018,265000,Beillé,59,3,297,0.510117,48.08313,44
2018,265000,Beillé,64,3,297,0.510117,48.08313,44
2018,265000,Beillé,61,3,297,0.510117,48.08313,44
2018,265000,Beillé,50,2,285,0.510009,48.083139,44
2018,265000,Beillé,53,3,285,0.510009,48.083139,44
2018,265000,Beillé,52,3,285,0.510009,48.083139,44
2018,265000,Beillé,44,2,285,0.510009,48.083139,44
2018,265000,Beillé,33,2,285,0.510009,48.083139,44
2018,265000,Beillé,40,2,285,0.510009,48.083139,44
2019,110000,Bellevigne-en-Layon,30,2,322,-0.574628,47.293215,45
2019,110000,Bellevigne-en-Layon,30,2,479,-0.574628,47.293215,45
2019,110000,Bellevigne-en-Layon,88,6,479,-0.574628,47.293215,45
2019,110000,Bellevigne-en-Layon,88,6,322,-0.574628,47.293215,45
2019,380000,Bellevigne-en-Layon,57,3,850,-0.559831,47.286609,45
2019,380000,Bellevigne-en-Layon,57,3,850,-0.559831,47.286609,45
2021,100000,Bellevigne-en-Layon,57,2,116,-0.501816,47.267371,45
2021,100000,Bellevigne-en-Layon,368,13,116,-0.501816,47.267371,45
2021,100000,Bellevigne-en-Layon,57,2,116,-0.501816,47.267371,45
2021,100000,Bellevigne-en-Layon,368,13,116,-0.501816,47.267371,45
2021,95000,Bellevigne-en-Layon,33,2,86,-0.503139,47.2676,45
2021,95000,Bellevigne-en-Layon,31,2,86,-0.503139,47.2676,45
2018,140000,Bellevigne-en-Layon,85,5,1008,-0.50431,47.266058,45
2018,85000,Bellevigne-en-Layon,20,1,576,-0.521288,47.291946,45
2019,1150000,Bellevigne-les-Châteaux,85,3,576,-0.066794,47.216787,46
2019,105000,Bellevigne-les-Châteaux,45,1,656,-0.060793,47.198048,46
2019,105000,Bellevigne-les-Châteaux,36,2,656,-0.060793,47.198048,46
2021,145000,Bellevigne-les-Châteaux,38,2,1116,-0.060277,47.21651,46
2021,250000,Bellevigne-les-Châteaux,60,2,1045,-0.056091,47.194531,46
2021,250000,Bellevigne-les-Châteaux,125,3,1045,-0.056091,47.194531,46
2020,82000,Bellevigne-les-Châteaux,70,3,330,-0.06693,47.217359,46
2020,80000,Bellevigne-les-Châteaux,70,3,193,-0.067004,47.217396,46
2020,125000,Bellevigne-les-Châteaux,42,1,275,-0.061194,47.197788,46
2020,125000,Bellevigne-les-Châteaux,69,3,275,-0.061194,47.197788,46
2020,115000,Bellevigne-les-Châteaux,70,3,796,-0.067167,47.217452,46
2020,115000,Bellevigne-les-Châteaux,107,4,796,-0.067167,47.217452,46
2018,84000,Bellevigne-les-Châteaux,25,1,389,-0.068863,47.215286,46
2018,84000,Bellevigne-les-Châteaux,75,2,389,-0.068863,47.215286,46
2018,84000,Bellevigne-les-Châteaux,60,2,389,-0.068863,47.215286,46
2017,70000,Bellevigne-les-Châteaux,51,3,114,-0.065429,47.197888,46
2017,70000,Bellevigne-les-Châteaux,51,3,114,-0.065429,47.197888,46
2019,200000,Bellevigny,84,3,1678,-1.432773,46.783139,47
2019,200000,Bellevigny,66,3,1678,-1.432773,46.783139,47
2019,200000,Bellevigny,46,2,1678,-1.432773,46.783139,47
2019,200000,Bellevigny,47,2,1678,-1.432773,46.783139,47
2019,200000,Bellevigny,53,2,1678,-1.432773,46.783139,47
2020,137000,Benet,24,2,142,-0.598139,46.368989,48
2020,137000,Benet,55,3,142,-0.598139,46.368989,48
2020,137000,Benet,22,1,142,-0.598139,46.368989,48
2020,137000,Benet,24,2,142,-0.598139,46.368989,48
2020,137000,Benet,55,3,142,-0.598139,46.368989,48
2020,137000,Benet,22,1,142,-0.598139,46.368989,48
2018,82000,Benet,49,1,3620,-0.592179,46.408037,48
2018,82000,Benet,85,3,3620,-0.592179,46.408037,48
2019,185000,Besné,16,1,159,-2.091407,47.396495,49
2019,185000,Besné,68,3,159,-2.091407,47.396495,49
2021,220000,Besné,102,4,663,-2.088038,47.397249,49
2021,220000,Besné,33,1,663,-2.088038,47.397249,49
2019,130000,Bessé-sur-Braye,100,3,3325,0.75616,47.831865,50
2019,130000,Bessé-sur-Braye,100,3,1034,0.75616,47.831865,50
2017,1500000,Bessé-sur-Braye,44,2,430,0.755189,47.839873,50
2017,1500000,Bessé-sur-Braye,114,6,430,0.755189,47.839873,50
2020,5000,Béthon,29,1,50,0.08909,48.359314,51
2020,5000,Béthon,29,1,50,0.08909,48.359314,51
2020,42000,Bierné-les-Villages,34,2,357,-0.541019,47.809385,52
2020,42000,Bierné-les-Villages,71,4,357,-0.541019,47.809385,52
2021,365000,Blain,60,2,637,-1.758886,47.478572,53
2021,365000,Blain,43,2,637,-1.758886,47.478572,53
2021,365000,Blain,60,3,637,-1.758886,47.478572,53
2021,365000,Blain,43,2,637,-1.758886,47.478572,53
2021,110000,Blain,48,2,58,-1.764608,47.476143,53
2020,490000,Blain,39,2,1000,-1.858192,47.472871,53
2020,490000,Blain,39,2,1661,-1.858192,47.472871,53
2020,80000,Blain,47,2,548,-1.736705,47.496941,53
2020,80000,Blain,44,2,548,-1.736705,47.496941,53
2020,150000,Blain,55,2,1000,-1.728606,47.437415,53
2020,150000,Blain,85,3,1000,-1.728606,47.437415,53
2020,150000,Blain,55,2,12773,-1.728606,47.437415,53
2020,150000,Blain,85,3,12773,-1.728606,47.437415,53
2020,150000,Blain,73,3,1000,-1.728606,47.437415,53
2020,150000,Blain,73,3,12773,-1.728606,47.437415,53
2020,242000,Blain,63,3,95,-1.764861,47.475861,53
2020,242000,Blain,63,3,95,-1.764861,47.475861,53
2020,242000,Blain,25,1,95,-1.764861,47.475861,53
2020,242000,Blain,50,2,95,-1.764861,47.475861,53
2020,242000,Blain,45,1,95,-1.764861,47.475861,53
2020,402800,Blain,56,2,641,-1.760063,47.475377,53
2020,402800,Blain,46,2,641,-1.760063,47.475377,53
2020,402800,Blain,67,3,641,-1.760063,47.475377,53
2020,402800,Blain,74,3,641,-1.760063,47.475377,53
2020,402800,Blain,66,3,641,-1.760063,47.475377,53
2018,61000,Blain,35,1,57,-1.765516,47.478863,53
2018,61000,Blain,35,1,57,-1.765516,47.478863,53
2018,500000,Blain,68,3,1265,-1.764421,47.472635,53
