date_mutation,valeur_fonciere,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
18/01/2017,217000,Saint-Philbert-de-Bouaine,Maison,112,4,1000,-1.48954,46.9826
18/01/2017,217000,Saint-Philbert-de-Bouaine,Maison,112,4,1000,-1.48954,46.9826
18/01/2017,217000,Saint-Philbert-de-Bouaine,Maison,112,4,797,-1.48954,46.9826
18/01/2017,217000,Saint-Philbert-de-Bouaine,Maison,112,4,797,-1.48954,46.9826
06/01/2017,94000,Montréverd,Maison,130,6,777,-1.408004,46.935469
06/01/2017,130000,Montaigu-Vendée,Maison,92,4,449,-1.296921,46.952922
04/01/2017,143600,La Bruffière,Maison,99,4,500,-1.194452,47.013515
04/01/2017,143600,La Bruffière,Maison,99,4,888,-1.194452,47.013515
19/01/2017,215000,La Roche-sur-Yon,Maison,140,5,1006,-1.427976,46.659439
06/01/2017,162000,La Roche-sur-Yon,Maison,85,4,468,-1.41218,46.65266
10/01/2017,350000,La Roche-sur-Yon,Maison,174,6,639,-1.448339,46.690901
10/01/2017,159750,Montaigu-Vendée,Maison,83,3,399,-1.310071,46.978857
04/01/2017,168000,Montréverd,Maison,88,4,500,-1.411198,46.93734
04/01/2017,168000,Montréverd,Maison,88,4,920,-1.411198,46.93734
11/01/2017,130575,Dompierre-sur-Yon,Maison,85,3,897,-1.389837,46.736441
19/01/2017,110000,Mareuil-sur-Lay-Dissais,Maison,139,7,454,-1.218872,46.536638
17/01/2017,125000,Corpe,Maison,80,4,738,-1.179915,46.507655
18/01/2017,120500,La Bruffière,Maison,64,4,350,-1.202176,47.014045
04/01/2017,40000,Saint-Martin-des-Tilleuls,Maison,83,4,85,-1.053306,46.973998
11/01/2017,50000,Saint-Martin-des-Noyers,Maison,82,5,490,-1.169651,46.722189
09/01/2017,350000,Dompierre-sur-Yon,Maison,215,8,500,-1.387703,46.735028
09/01/2017,350000,Dompierre-sur-Yon,Maison,215,8,4713,-1.387703,46.735028
09/01/2017,350000,Dompierre-sur-Yon,Maison,215,8,2082,-1.387703,46.735028
12/01/2017,152000,Chanverrie,Maison,86,4,711,-0.998066,46.956075
09/01/2017,203000,Beaufou,Maison,130,5,878,-1.5333,46.823627
09/01/2017,203000,Beaufou,Maison,130,5,1000,-1.5333,46.823627
19/01/2017,111000,La Roche-sur-Yon,Maison,77,4,370,-1.440893,46.650757
06/01/2017,70000,Mortagne-sur-Sèvre,Maison,90,3,82,-0.943973,46.96867
10/01/2017,162000,Montaigu-Vendée,Maison,92,4,785,-1.286671,46.941299
19/01/2017,190000,Montaigu-Vendée,Maison,108,5,350,-1.271842,46.921935
17/01/2017,135000,Saint-Malô-du-Bois,Maison,113,4,991,-0.894802,46.92789
05/01/2017,145000,Saint-Martin-des-Tilleuls,Maison,94,4,1001,-1.051542,46.972566
11/01/2017,135000,Aubigny-Les Clouzeaux,Maison,120,4,700,-1.473867,46.595065
11/01/2017,135000,Aubigny-Les Clouzeaux,Maison,120,4,2000,-1.473867,46.595065
11/01/2017,135000,Aubigny-Les Clouzeaux,Maison,120,4,2523,-1.473867,46.595065
13/01/2017,162000,Saint-André-Goule-d'Oie,Maison,141,7,340,-1.177046,46.845305
13/01/2017,162000,Saint-André-Goule-d'Oie,Maison,141,7,1205,-1.177046,46.845305
19/01/2017,160000,Chavagnes-en-Paillers,Maison,109,5,698,-1.243593,46.896779
20/01/2017,78000,Saint-Vincent-Sterlanges,Maison,95,5,403,-1.089344,46.739792
07/01/2017,127000,La Copechagnière,Maison,90,4,670,-1.350788,46.850357
18/01/2017,135000,Montaigu-Vendée,Maison,60,3,273,-1.322561,47.004268
24/01/2017,127350,Le Poiré-sur-Vie,Maison,80,3,620,-1.504741,46.768041
20/01/2017,175000,Aubigny-Les Clouzeaux,Maison,97,5,743,-1.449998,46.600948
03/01/2017,63000,La Rabatelière,Maison,82,4,652,-1.262718,46.862002
10/01/2017,192000,Les Landes-Genusson,Maison,128,4,489,-1.118137,46.964696
27/01/2017,90000,Saint-Fulgent,Maison,107,4,500,-1.184223,46.856553
27/01/2017,90000,Saint-Fulgent,Maison,107,4,657,-1.184223,46.856553
27/01/2017,90600,Saint-Fulgent,Maison,82,3,196,-1.177028,46.852187
16/01/2017,104500,Saint-Fulgent,Maison,80,3,293,-1.167262,46.852661
16/01/2017,80000,Bournezeau,Maison,95,4,2418,-1.093975,46.587923
19/01/2017,97000,Chantonnay,Maison,67,3,782,-0.994456,46.656394
14/01/2017,215000,Montaigu-Vendée,Maison,99,4,736,-1.283241,46.938506
06/01/2017,45000,Rochetrejoux,Maison,114,3,395,-0.995462,46.788583
03/01/2017,78000,Les Herbiers,Maison,77,3,455,-1.016944,46.881625
03/01/2017,100000,La Ferrière,Maison,62,3,539,-1.311689,46.708868
03/01/2017,62000,Rives de l'Yon,Maison,93,4,127,-1.365124,46.583735
12/01/2017,105000,Les Epesses,Maison,86,4,163,-0.900742,46.884243
26/01/2017,70000,Mortagne-sur-Sèvre,Maison,62,3,62,-0.977342,47.001431
04/01/2017,47000,Treize-Vents,Maison,79,6,255,-0.850451,46.921352
10/01/2017,320000,La Roche-sur-Yon,Maison,90,4,410,-1.432002,46.667204
10/01/2017,135000,Les Epesses,Maison,109,4,700,-0.897442,46.883767
13/01/2017,270000,La Roche-sur-Yon,Maison,204,8,683,-1.446745,46.662061
30/01/2017,205000,Chantonnay,Maison,127,6,973,-1.056001,46.679955
30/01/2017,156500,Saint-Vincent-Sterlanges,Maison,99,4,846,-1.077399,46.740168
30/01/2017,80000,Sigournais,Maison,74,4,1048,-0.995912,46.729113
30/01/2017,80000,Sigournais,Maison,74,4,846,-0.995912,46.729113
06/01/2017,216000,Les Herbiers,Maison,136,2,435,-0.995806,46.874031
17/01/2017,70000,Le Poiré-sur-Vie,Maison,80,3,76,-1.492685,46.747149
26/01/2017,62500,Chantonnay,Maison,45,2,66,-0.991869,46.657005
11/01/2017,232300,Chantonnay,Maison,140,5,909,-1.04397,46.686032
27/01/2017,56000,Chantonnay,Maison,35,2,163,-1.047443,46.68607
10/01/2017,82000,Chantonnay,Maison,65,4,540,-1.061171,46.68495
14/01/2017,156000,Montaigu-Vendée,Maison,81,4,1140,-1.272922,46.921486
14/01/2017,156000,Montaigu-Vendée,Maison,81,4,500,-1.272922,46.921486
27/01/2017,57000,Saint-Vincent-Sterlanges,Maison,95,2,255,-1.088722,46.740772
24/01/2017,21000,Sainte-Cécile,Maison,50,2,183,-1.106045,46.712771
24/01/2017,40000,Chantonnay,Maison,40,1,180,-1.050011,46.687864
24/01/2017,40000,Chantonnay,Maison,80,3,180,-1.050011,46.687864
11/01/2017,132000,Chantonnay,Maison,83,4,437,-1.059222,46.692474
25/01/2017,193000,La Roche-sur-Yon,Maison,85,4,473,-1.452227,46.655396
25/01/2017,85000,Chauché,Maison,71,2,500,-1.30462,46.832786
25/01/2017,85000,Chauché,Maison,71,2,1749,-1.30462,46.832786
18/01/2017,93500,Bellevigny,Maison,186,4,429,-1.434113,46.787022
09/01/2017,190000,Rochetrejoux,Maison,118,6,9670,-1.006135,46.780521
09/01/2017,190000,Rochetrejoux,Maison,118,6,1500,-1.006135,46.780521
09/01/2017,190000,Rochetrejoux,Maison,118,6,2030,-1.006135,46.780521
23/01/2017,109000,Les Lucs-sur-Boulogne,Maison,56,2,905,-1.505978,46.860714
11/01/2017,194000,La Bretonnière-la-Claye,Maison,106,5,848,-1.254972,46.48423
17/01/2017,175000,Dompierre-sur-Yon,Maison,93,4,585,-1.393918,46.738619
30/01/2017,50000,Les Herbiers,Maison,34,1,242,-0.988956,46.866993
11/01/2017,154000,La Roche-sur-Yon,Maison,136,4,1484,-1.471489,46.677217
11/01/2017,154000,La Roche-sur-Yon,Maison,136,4,500,-1.471489,46.677217
11/01/2017,80000,Fougeré,Maison,44,3,453,-1.231681,46.65816
16/01/2017,350000,Dompierre-sur-Yon,Maison,142,7,705,-1.398192,46.731958
16/01/2017,350000,Dompierre-sur-Yon,Maison,142,7,500,-1.398192,46.731958
16/01/2017,225000,Cugand,Maison,123,6,622,-1.260128,47.069911
12/01/2017,115000,Mouilleron-le-Captif,Maison,76,4,120,-1.453035,46.716333
25/01/2017,59062.36,La Roche-sur-Yon,Maison,90,5,495,-1.454266,46.687825
25/01/2017,240000,Nesmy,Maison,160,5,500,-1.405816,46.614403
25/01/2017,240000,Nesmy,Maison,160,5,603,-1.405816,46.614403
25/01/2017,138000,Chauché,Maison,61,2,667,-1.272094,46.830167
16/01/2017,167000,Les Herbiers,Maison,87,4,1194,-1.034434,46.895465
16/01/2017,167000,Les Herbiers,Maison,87,4,500,-1.034434,46.895465
30/01/2017,55000,Rocheservière,Maison,96,4,1253,-1.484252,46.955397
21/01/2017,140000,La Roche-sur-Yon,Maison,115,6,325,-1.417234,46.666067
11/01/2017,148500,Aubigny-Les Clouzeaux,Maison,82,4,477,-1.457318,46.638421
16/01/2017,169000,Les Herbiers,Maison,89,5,539,-1.02089,46.871835
11/01/2017,180500,Bellevigny,Maison,109,4,600,-1.433157,46.777346
16/01/2017,259000,Dompierre-sur-Yon,Maison,123,4,500,-1.396645,46.739948
16/01/2017,259000,Dompierre-sur-Yon,Maison,123,4,748,-1.396645,46.739948
11/01/2017,112000,La Roche-sur-Yon,Maison,72,4,362,-1.435137,46.659621
30/01/2017,235000,Chavagnes-en-Paillers,Maison,109,3,450,-1.241366,46.904708
31/01/2017,116000,Beaurepaire,Maison,109,4,236,-1.085349,46.910421
11/01/2017,95000,Les Brouzils,Maison,95,4,148,-1.331151,46.899325
26/01/2017,205000,Nesmy,Maison,117,5,689,-1.394868,46.586008
10/01/2017,65000,Mesnard-la-Barotière,Maison,72,4,334,-1.099799,46.859383
27/01/2017,155000,Chavagnes-en-Paillers,Maison,105,3,109,-1.259913,46.907121
21/01/2017,185000,La Roche-sur-Yon,Maison,115,4,167,-1.432533,46.675483
25/01/2017,110000,Rives de l'Yon,Maison,94,3,253,-1.313837,46.591991
25/01/2017,110000,Rives de l'Yon,Maison,94,3,573,-1.313837,46.591991
19/01/2017,80000,Moutiers-sur-le-Lay,Maison,105,4,131,-1.158202,46.554496
30/01/2017,127000,Aizenay,Maison,75,4,424,-1.612315,46.736047
20/01/2017,45000,Le Poiré-sur-Vie,Maison,76,4,192,-1.431129,46.751528
27/01/2017,197000,Le Poiré-sur-Vie,Maison,106,4,1342,-1.522408,46.765757
27/01/2017,197000,Le Poiré-sur-Vie,Maison,106,4,500,-1.522408,46.765757
31/01/2017,190000,Rives de l'Yon,Maison,138,4,763,-1.310747,46.588822
25/01/2017,220000,Château-Guibert,Maison,105,4,1082,-1.316238,46.583988
25/01/2017,220000,Château-Guibert,Maison,105,4,1000,-1.316238,46.583988
09/01/2017,105000,Mouchamps,Maison,154,4,302,-1.021839,46.76194
17/01/2017,57500,Saint-Laurent-sur-Sèvre,Maison,94,3,107,-0.892348,46.95724
13/01/2017,139000,Rives de l'Yon,Maison,80,4,492,-1.316473,46.59569
06/02/2017,85000,Rives de l'Yon,Maison,74,5,37,-1.362078,46.589699
27/01/2017,106200,Le Poiré-sur-Vie,Maison,108,4,450,-1.42356,46.727563
03/02/2017,100000,Chavagnes-en-Paillers,Maison,118,2,1225,-1.278541,46.902853
03/02/2017,77000,Saint-Fulgent,Maison,170,0,198,-1.177059,46.852244
19/01/2017,177000,Les Landes-Genusson,Maison,91,4,500,-1.142091,46.945234
19/01/2017,177000,Les Landes-Genusson,Maison,91,4,3500,-1.142091,46.945234
11/01/2017,132000,La Roche-sur-Yon,Maison,95,4,332,-1.430134,46.662395
23/01/2017,112000,Essarts en Bocage,Maison,67,3,620,-1.229667,46.777526
16/01/2017,67000,Saint-Malô-du-Bois,Maison,88,4,116,-0.902721,46.928411
26/01/2017,120000,La Ferrière,Maison,73,3,941,-1.316001,46.71305
16/01/2017,88000,La Roche-sur-Yon,Maison,50,2,111,-1.434094,46.676886
20/01/2017,20000,Essarts en Bocage,Maison,113,6,185,-1.228569,46.773711
30/01/2017,175000,Montaigu-Vendée,Maison,110,5,660,-1.331126,46.997389
27/01/2017,93000,Montaigu-Vendée,Maison,98,5,302,-1.303999,46.978844
01/02/2017,160000,Montaigu-Vendée,Maison,89,5,768,-1.250054,46.962006
01/02/2017,160000,Montaigu-Vendée,Maison,89,5,500,-1.250054,46.962006
20/01/2017,90000,La Rabatelière,Maison,97,6,540,-1.262621,46.860864
20/01/2017,90000,La Rabatelière,Maison,40,2,55,-1.262554,46.860657
31/01/2017,142000,Chantonnay,Maison,99,4,1003,-0.993973,46.658793
31/01/2017,100000,Bournezeau,Maison,67,3,640,-1.172126,46.637634
28/01/2017,85000,Rocheservière,Maison,70,4,97,-1.511742,46.936271
19/01/2017,92000,Mouchamps,Maison,76,3,318,-1.072994,46.793047
01/02/2017,105000,L'Herbergement,Maison,57,4,880,-1.369298,46.941006
30/01/2017,168841,L'Herbergement,Maison,113,4,807,-1.370958,46.912191
04/02/2017,63000,Montaigu-Vendée,Maison,43,3,38,-1.314756,46.980139
13/01/2017,60000,Mouchamps,Maison,67,3,335,-1.061395,46.782457
13/01/2017,90000,Saint-Prouant,Maison,67,4,1493,-0.962988,46.752884
26/01/2017,125000,La Chapelle-Palluau,Maison,75,3,1375,-1.630188,46.784044
20/01/2017,155000,Bellevigny,Maison,112,6,670,-1.427377,46.808585
20/01/2017,195000,La Roche-sur-Yon,Maison,135,8,690,-1.407568,46.673033
19/01/2017,70000,La Roche-sur-Yon,Maison,50,1,591,-1.451086,46.659246
18/01/2017,156000,Les Herbiers,Maison,93,4,912,-1.014053,46.876096
20/01/2017,87400,La Roche-sur-Yon,Maison,66,4,341,-1.436049,46.660215
18/01/2017,178000,Les Herbiers,Maison,115,4,308,-1.016665,46.869753
20/01/2017,114472,La Gaubretière,Maison,60,3,382,-1.059468,46.939307
19/01/2017,90000,Bazoges-en-Paillers,Maison,130,4,1180,-1.165997,46.906989
20/01/2017,165000,Aubigny-Les Clouzeaux,Maison,91,4,667,-1.506311,46.624345
17/01/2017,135000,Mouchamps,Maison,84,4,634,-1.059132,46.783896
20/01/2017,390000,La Gaubretière,Maison,209,7,2293,-1.042871,46.924262
23/01/2017,190000,Mesnard-la-Barotière,Maison,121,4,777,-1.093723,46.856703
24/01/2017,165000,Les Herbiers,Maison,101,4,1031,-0.999752,46.823318
27/01/2017,150000,La Roche-sur-Yon,Maison,93,4,214,-1.441256,46.669244
24/01/2017,70000,Mouchamps,Maison,94,3,140,-1.060369,46.780041
01/02/2017,117800,La Copechagnière,Maison,79,4,720,-1.35479,46.852247
09/02/2017,45000,Saint-Fulgent,Maison,82,0,56,-1.177645,46.851425
20/01/2017,86100,La Chaize-le-Vicomte,Maison,42,2,106,-1.287788,46.669303
27/01/2017,165000,Bellevigny,Maison,111,5,825,-1.429541,46.809573
18/01/2017,70000,Nesmy,Maison,65,3,548,-1.409122,46.594103
23/01/2017,115000,Chantonnay,Maison,120,2,516,-1.052919,46.691771
18/01/2017,83500,Les Pineaux,Maison,144,5,2043,-1.156431,46.597736
18/01/2017,223000,Cugand,Maison,109,5,1126,-1.24216,47.066732
30/01/2017,126000,La Ferrière,Appartement,40,2,320,-1.309917,46.716833
30/01/2017,126000,La Ferrière,Appartement,37,1,320,-1.309917,46.716833
30/01/2017,165000,La Roche-sur-Yon,Appartement,74,3,221,-1.418584,46.669182
30/01/2017,165000,La Roche-sur-Yon,Appartement,80,3,221,-1.418584,46.669182
30/01/2017,171000,La Chaize-le-Vicomte,Maison,110,6,706,-1.287244,46.667734
18/01/2017,50000,Les Epesses,Maison,80,4,242,-0.934681,46.874531
25/01/2017,185000,Venansault,Maison,102,4,361,-1.514637,46.686722
20/01/2017,239000,La Roche-sur-Yon,Maison,118,4,542,-1.446662,46.682034
24/01/2017,135000,La Roche-sur-Yon,Maison,102,6,643,-1.412825,46.671618
31/01/2017,118000,La Roche-sur-Yon,Maison,150,0,301,-1.437498,46.674698
08/02/2017,158250,Les Landes-Genusson,Maison,91,4,794,-1.125098,46.967127
20/01/2017,109965,Saint-Aubin-des-Ormeaux,Maison,42,1,305,-1.030677,46.997965
26/01/2017,220000,La Roche-sur-Yon,Maison,104,4,575,-1.419386,46.663521
25/01/2017,135000,Les Herbiers,Maison,68,4,405,-1.015976,46.867352
27/01/2017,60000,Chantonnay,Maison,112,4,316,-1.053529,46.68807
24/01/2017,87000,Les Herbiers,Maison,91,5,213,-1.076667,46.842758
27/01/2017,125000,Bazoges-en-Paillers,Maison,78,3,594,-1.136536,46.910697
24/01/2017,64000,Mouilleron-le-Captif,Maison,58,1,130,-1.461828,46.709942
26/01/2017,105000,Montaigu-Vendée,Maison,92,4,434,-1.341276,46.965459
23/01/2017,220000,Nesmy,Maison,122,5,688,-1.435677,46.598229
23/01/2017,220000,Nesmy,Maison,122,5,500,-1.435677,46.598229
31/01/2017,286000,La Roche-sur-Yon,Maison,107,4,612,-1.409246,46.672629
24/01/2017,135000,Saint-Mars-la-Réorthe,Maison,82,4,720,-0.921901,46.86406
16/02/2017,87000,Saint-Philbert-de-Bouaine,Maison,82,3,96,-1.522415,46.985247
10/02/2017,240000,Les Epesses,Maison,207,7,500,-0.896819,46.880908
10/02/2017,240000,Les Epesses,Maison,207,7,1500,-0.896819,46.880908
25/01/2017,57500,Mouilleron-le-Captif,Maison,80,4,500,-1.452927,46.717753
25/01/2017,57500,Mouilleron-le-Captif,Maison,80,4,739,-1.452927,46.717753
28/01/2017,100000,Bellevigny,Maison,86,4,434,-1.430932,46.801778
27/01/2017,95500,Chauché,Maison,69,2,311,-1.303493,46.832832
08/02/2017,130000,Aizenay,Maison,78,3,705,-1.619485,46.755926
26/01/2017,90000,Mortagne-sur-Sèvre,Maison,122,6,501,-0.942263,46.988635
01/02/2017,190000,Venansault,Maison,84,4,450,-1.516122,46.686916
01/02/2017,30000,Saint-Martin-des-Noyers,Maison,50,2,811,-1.233562,46.722932
03/02/2017,43100,La Roche-sur-Yon,Maison,153,5,781,-1.374697,46.643503
09/02/2017,140000,Montaigu-Vendée,Maison,82,4,510,-1.250943,46.964127
26/01/2017,55000,Chanverrie,Maison,77,3,77,-0.995263,46.960997
08/02/2017,140000,La Bruffière,Maison,40,2,1390,-1.173605,46.99077
08/02/2017,140000,La Bruffière,Maison,116,1,1390,-1.173605,46.99077
06/02/2017,168000,La Roche-sur-Yon,Maison,90,4,542,-1.415739,46.656319
27/01/2017,160000,Beaufou,Maison,129,7,920,-1.523801,46.822305
06/02/2017,131000,Mouilleron-le-Captif,Maison,77,4,930,-1.455159,46.723487
31/01/2017,136500,La Chaize-le-Vicomte,Maison,72,3,455,-1.304549,46.672154
07/02/2017,137000,Thorigny,Maison,90,4,679,-1.238094,46.616355
08/02/2017,157000,La Roche-sur-Yon,Maison,100,4,479,-1.437013,46.662179
16/02/2017,238000,La Roche-sur-Yon,Maison,106,5,862,-1.428301,46.659148
06/02/2017,122500,Le Poiré-sur-Vie,Maison,116,5,441,-1.421842,46.727869
01/02/2017,29250,Saint-Hilaire-le-Vouhis,Maison,43,3,105,-1.131573,46.686995
27/01/2017,138000,Bournezeau,Maison,124,5,716,-1.172868,46.634215
27/01/2017,138000,Bournezeau,Maison,124,5,500,-1.172868,46.634215
30/01/2017,157700,Chauché,Maison,104,5,1000,-1.279481,46.833948
30/01/2017,295000,La Roche-sur-Yon,Maison,107,4,740,-1.404437,46.666165
30/01/2017,305000,La Roche-sur-Yon,Maison,147,6,774,-1.428695,46.642574
24/01/2017,286350,Le Poiré-sur-Vie,Maison,100,3,861,-1.514501,46.764363
06/02/2017,255000,Dompierre-sur-Yon,Maison,171,4,1345,-1.368591,46.774585
10/02/2017,235000,La Roche-sur-Yon,Maison,98,4,195,-1.421969,46.672074
03/02/2017,129000,La Roche-sur-Yon,Maison,99,3,680,-1.438484,46.670726
27/01/2017,90000,La Roche-sur-Yon,Maison,85,4,213,-1.43972,46.68072
07/01/2017,110000,Chanverrie,Maison,71,4,1920,-0.98806,46.906053
07/01/2017,110000,Chanverrie,Maison,71,4,2305,-0.98806,46.906053
03/02/2017,95000,La Genétouze,Maison,88,4,500,-1.507794,46.732571
03/02/2017,95000,La Genétouze,Maison,88,4,1083,-1.507794,46.732571
03/02/2017,170000,Bellevigny,Maison,28,1,1666,-1.412788,46.755345
03/02/2017,170000,Bellevigny,Maison,28,1,500,-1.412788,46.755345
03/02/2017,170000,Bellevigny,Maison,94,4,500,-1.412788,46.755345
03/02/2017,170000,Bellevigny,Maison,94,4,1666,-1.412788,46.755345
27/01/2017,89000,Saint-Denis-la-Chevasse,Maison,135,5,124,-1.338363,46.829171
27/01/2017,89000,Saint-Denis-la-Chevasse,Maison,53,1,623,-1.338239,46.829116
01/02/2017,98000,Montaigu-Vendée,Maison,110,4,230,-1.258772,46.936923
01/02/2017,180000,Venansault,Maison,88,4,837,-1.573771,46.692895
09/02/2017,120000,Nesmy,Maison,109,4,988,-1.412817,46.617007
10/02/2017,150000,La Roche-sur-Yon,Maison,31,2,45,-1.427718,46.662598
31/01/2017,295000,Rives de l'Yon,Maison,35,5,649,-1.362149,46.559223
31/01/2017,295000,Rives de l'Yon,Maison,35,5,1348,-1.362149,46.559223
09/02/2017,74000,Cugand,Maison,80,2,120,-1.240034,47.067494
01/02/2017,203500,Chanverrie,Maison,106,5,506,-0.982743,46.961121
31/01/2017,145000,Les Herbiers,Appartement,100,9,144,-1.017012,46.87064
31/01/2017,132500,Montréverd,Maison,99,3,751,-1.452505,46.909559
27/01/2017,78500,Les Herbiers,Appartement,20,1,82,-1.015134,46.871826
27/01/2017,78500,Les Herbiers,Appartement,20,1,82,-1.015134,46.871826
27/01/2017,78500,Les Herbiers,Appartement,20,1,96,-1.015109,46.871864
27/01/2017,78500,Les Herbiers,Appartement,20,1,96,-1.015109,46.871864
31/01/2017,125000,Nesmy,Maison,102,5,728,-1.400578,46.58875
01/02/2017,140000,Corpe,Maison,105,4,614,-1.180669,46.509619
14/02/2017,56000,Chavagnes-en-Paillers,Maison,74,3,818,-1.255781,46.886504
08/02/2017,140000,Venansault,Maison,90,4,647,-1.520279,46.683978
14/02/2017,108000,La Roche-sur-Yon,Maison,87,4,372,-1.406568,46.687662
15/02/2017,91750,Bellevigny,Maison,81,2,405,-1.421821,46.797914
06/02/2017,270000,La Roche-sur-Yon,Maison,134,5,547,-1.421733,46.673687
09/02/2017,135000,La Roche-sur-Yon,Maison,64,3,376,-1.449591,46.688125
06/02/2017,220000,Aizenay,Maison,128,6,638,-1.599491,46.742345
15/02/2017,230000,La Roche-sur-Yon,Maison,117,5,441,-1.392242,46.665514
14/02/2017,183500,La Roche-sur-Yon,Maison,123,5,426,-1.430869,46.65207
15/02/2017,130000,La Roche-sur-Yon,Maison,73,3,506,-1.431251,46.664929
15/02/2017,130000,La Roche-sur-Yon,Maison,73,3,251,-1.431251,46.664929
09/02/2017,164000,La Roche-sur-Yon,Maison,158,7,565,-1.435887,46.65891
10/02/2017,142800,La Genétouze,Maison,105,4,882,-1.510365,46.724999
15/02/2017,128480,Bellevigny,Maison,175,5,1000,-1.431066,46.794523
15/02/2017,128480,Bellevigny,Maison,175,5,500,-1.431066,46.794523
15/02/2017,128480,Bellevigny,Maison,175,5,1660,-1.431066,46.794523
14/02/2017,158000,Château-Guibert,Maison,101,5,4700,-1.286343,46.574967
14/02/2017,158000,Château-Guibert,Maison,101,5,1000,-1.286343,46.574967
10/02/2017,132000,L'Herbergement,Maison,81,4,747,-1.37087,46.912704
06/02/2017,230000,La Roche-sur-Yon,Maison,110,6,347,-1.42525,46.675764
09/02/2017,40000,Chantonnay,Maison,70,1,550,-0.985277,46.675632
03/02/2017,165000,Aizenay,Maison,91,5,661,-1.61421,46.751313
21/02/2017,187000,Montaigu-Vendée,Maison,98,4,600,-1.300123,46.966363
31/01/2017,64500,Venansault,Maison,66,2,168,-1.592001,46.681115
03/02/2017,340000,Cugand,Maison,122,4,29,-1.240648,47.067816
02/02/2017,238000,Venansault,Maison,151,5,500,-1.519519,46.688721
02/02/2017,238000,Venansault,Maison,151,5,539,-1.519519,46.688721
10/02/2017,247000,Aizenay,Maison,146,4,935,-1.602361,46.747466
10/02/2017,60000,Chantonnay,Maison,65,3,60,-1.051269,46.68694
07/02/2017,210000,Tiffauges,Maison,200,7,1090,-1.111739,47.015071
15/02/2017,220000,Bellevigny,Maison,113,5,643,-1.431743,46.775646
03/02/2017,150000,Les Herbiers,Maison,92,5,500,-0.993335,46.866952
03/02/2017,150000,Les Herbiers,Maison,92,5,1151,-0.993335,46.866952
