date_mutation,valeur_fonciere,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
02/01/2018,30000,Les Epesses,Maison,137,6,597,-0.896476,46.884717
02/01/2018,55000,Les Landes-Genusson,Maison,74,4,600,-1.114961,46.965791
17/01/2018,77000,Les Herbiers,Appartement,30,2,99,-1.021659,46.872806
11/01/2018,194000,La Roche-sur-Yon,Maison,80,4,708,-1.446868,46.654974
02/01/2018,105000,Montaigu-Vendée,Maison,67,3,1669,-1.313513,46.964926
02/01/2018,105000,Montaigu-Vendée,Maison,67,3,1000,-1.313513,46.964926
05/01/2018,75200,Les Herbiers,Maison,112,4,968,-1.051502,46.875954
17/01/2018,168000,Aubigny-Les Clouzeaux,Maison,86,4,638,-1.460435,46.596066
15/01/2018,92500,La Roche-sur-Yon,Maison,76,4,381,-1.418837,46.685766
05/01/2018,150000,L'Herbergement,Maison,90,4,457,-1.376326,46.913804
05/01/2018,152000,Saint-Aubin-des-Ormeaux,Maison,99,5,753,-1.041045,46.991457
23/01/2018,131000,Chantonnay,Maison,83,4,505,-1.039189,46.68397
24/01/2018,151000,La Genétouze,Maison,102,3,500,-1.491158,46.719085
24/01/2018,151000,La Genétouze,Maison,102,3,482,-1.491158,46.719085
11/01/2018,198000,Beaufou,Maison,136,4,746,-1.533566,46.824746
23/01/2018,278690,Treize-Septiers,Maison,163,5,1085,-1.225636,46.984309
23/01/2018,278690,Treize-Septiers,Maison,163,5,500,-1.225636,46.984309
15/01/2018,119200,La Roche-sur-Yon,Maison,67,3,357,-1.432032,46.662927
17/01/2018,123000,La Merlatière,Maison,100,5,719,-1.304166,46.767324
15/01/2018,152500,Bellevigny,Maison,76,3,639,-1.433826,46.781535
25/01/2018,400000,Bellevigny,Maison,296,9,3000,-1.433947,46.796347
25/01/2018,400000,Bellevigny,Maison,296,9,1850,-1.433947,46.796347
25/01/2018,400000,Bellevigny,Maison,88,3,3366,-1.434287,46.7965
25/01/2018,400000,Bellevigny,Maison,111,4,1105,-1.434796,46.797041
25/01/2018,400000,Bellevigny,Maison,111,4,500,-1.434796,46.797041
12/01/2018,175000,Beaufou,Maison,84,4,1886,-1.472103,46.809901
12/01/2018,175000,Beaufou,Maison,84,4,500,-1.472103,46.809901
12/01/2018,235000,Les Brouzils,Maison,154,5,862,-1.315829,46.890078
15/01/2018,220000,Le Poiré-sur-Vie,Maison,100,4,500,-1.459255,46.764331
15/01/2018,220000,Le Poiré-sur-Vie,Maison,100,4,691,-1.459255,46.764331
13/01/2018,90000,Les Lucs-sur-Boulogne,Maison,75,2,260,-1.486692,46.844891
13/01/2018,90000,Les Lucs-sur-Boulogne,Maison,24,1,160,-1.486556,46.844902
15/01/2018,140000,Venansault,Maison,78,4,1994,-1.518543,46.667008
15/01/2018,140000,Venansault,Maison,78,4,769,-1.518543,46.667008
12/01/2018,125000,Saint-Mars-la-Réorthe,Maison,124,7,280,-0.923835,46.860999
13/01/2018,125500,La Ferrière,Maison,80,3,242,-1.30888,46.713072
11/01/2018,112000,Mortagne-sur-Sèvre,Appartement,65,2,100,-0.956279,46.993138
11/01/2018,112000,Mortagne-sur-Sèvre,Appartement,65,3,100,-0.956279,46.993138
26/01/2018,120000,Montaigu-Vendée,Maison,72,3,478,-1.340624,46.960847
10/01/2018,45000,La Copechagnière,Maison,108,4,81,-1.347332,46.850759
15/01/2018,248000,Le Poiré-sur-Vie,Maison,140,4,686,-1.514369,46.76153
15/01/2018,203000,Le Poiré-sur-Vie,Maison,91,4,620,-1.492013,46.768022
18/01/2018,165000,La Roche-sur-Yon,Maison,63,4,215,-1.442017,46.667521
18/01/2018,165000,La Roche-sur-Yon,Appartement,24,1,215,-1.442017,46.667521
18/01/2018,165000,La Roche-sur-Yon,Appartement,47,2,215,-1.442017,46.667521
24/01/2018,155000,Les Landes-Genusson,Maison,99,2,716,-1.123795,46.953129
24/01/2018,126000,Treize-Septiers,Maison,82,4,123,-1.229415,46.983839
23/01/2018,166000,Les Brouzils,Maison,110,4,206,-1.322935,46.882835
19/01/2018,20800,Essarts en Bocage,Maison,66,2,141,-1.130336,46.797667
12/01/2018,139000,Péault,Maison,154,6,850,-1.240424,46.506768
05/01/2018,49500,La Roche-sur-Yon,Maison,30,1,166,-1.433186,46.678258
15/01/2018,68500,Chantonnay,Maison,80,3,938,-1.030367,46.704725
12/01/2018,164000,Le Poiré-sur-Vie,Maison,116,5,261,-1.421763,46.727697
22/01/2018,125000,Montaigu-Vendée,Maison,93,5,341,-1.332325,47.001965
17/01/2018,77990,Sainte-Cécile,Maison,120,5,141,-1.113955,46.743639
09/01/2018,45200,Rocheservière,Maison,46,2,308,-1.518226,46.931638
29/01/2018,170000,Montaigu-Vendée,Maison,100,4,1116,-1.305269,46.982759
29/01/2018,205000,Montaigu-Vendée,Maison,137,6,395,-1.240303,46.928944
19/01/2018,95000,Bellevigny,Maison,196,7,315,-1.430909,46.781317
12/01/2018,230000,Dompierre-sur-Yon,Maison,124,5,601,-1.381054,46.743577
25/01/2018,150000,Saint-Malô-du-Bois,Maison,75,4,681,-0.901814,46.927057
15/01/2018,31500,Les Landes-Genusson,Maison,88,3,136,-1.120216,46.961278
05/01/2018,105000,Vendrennes,Maison,95,2,960,-1.113746,46.828955
25/01/2018,150000,Chavagnes-en-Paillers,Maison,78,4,185,-1.278756,46.902866
10/01/2018,170000,Mouchamps,Maison,116,5,500,-1.025088,46.786851
10/01/2018,170000,Mouchamps,Maison,116,5,1500,-1.025088,46.786851
16/01/2018,150000,La Bernardière,Maison,223,7,332,-1.266257,47.050053
12/01/2018,185500,La Bernardière,Maison,99,4,746,-1.275275,47.057695
10/01/2018,160000,La Chaize-le-Vicomte,Maison,88,5,500,-1.289772,46.667209
10/01/2018,160000,La Chaize-le-Vicomte,Maison,88,5,609,-1.289772,46.667209
08/01/2018,383325,La Roche-sur-Yon,Maison,171,5,706,-1.453115,46.662473
09/01/2018,166000,Venansault,Maison,107,4,645,-1.509707,46.68458
05/01/2018,130000,Les Herbiers,Maison,55,3,485,-1.01707,46.868112
08/01/2018,170000,La Roche-sur-Yon,Maison,64,2,318,-1.444143,46.68222
17/01/2018,130000,Mortagne-sur-Sèvre,Maison,81,5,662,-0.946744,46.991018
11/01/2018,30000,Essarts en Bocage,Maison,100,3,1178,-1.108638,46.768932
11/01/2018,7700,Essarts en Bocage,Maison,60,1,186,-1.108907,46.769174
11/01/2018,132100,Montaigu-Vendée,Maison,70,3,452,-1.30049,46.977675
17/01/2018,258500,La Roche-sur-Yon,Maison,168,5,196,-1.419024,46.671816
15/01/2018,50000,Saint-André-Goule-d'Oie,Maison,97,6,227,-1.192137,46.834011
18/01/2018,152000,Beaufou,Maison,88,4,560,-1.521707,46.823643
08/01/2018,90000,La Gaubretière,Maison,101,5,669,-1.065889,46.949269
11/01/2018,151000,Thorigny,Maison,56,2,460,-1.229559,46.600155
26/01/2018,26000,Les Brouzils,Maison,95,6,636,-1.32249,46.875187
17/01/2018,100000,La Roche-sur-Yon,Maison,45,2,275,-1.42012,46.677408
26/01/2018,185000,L'Herbergement,Maison,100,5,621,-1.373639,46.907838
25/01/2018,184000,La Roche-sur-Yon,Maison,84,4,344,-1.434001,46.664018
25/01/2018,184000,La Roche-sur-Yon,Maison,20,1,344,-1.434001,46.664018
25/01/2018,184000,La Roche-sur-Yon,Maison,31,1,344,-1.434001,46.664018
20/01/2018,135000,La Roche-sur-Yon,Maison,102,5,2110,-1.377836,46.688477
22/01/2018,265000,La Roche-sur-Yon,Maison,138,6,180,-1.430269,46.665468
22/01/2018,265000,La Roche-sur-Yon,Maison,138,6,735,-1.430269,46.665468
19/01/2018,55000,Mareuil-sur-Lay-Dissais,Maison,80,3,90,-1.217971,46.534534
23/01/2018,265000,Rives de l'Yon,Maison,160,6,2550,-1.367484,46.617679
23/01/2018,265000,Rives de l'Yon,Maison,160,6,1000,-1.367484,46.617679
19/01/2018,199000,Rives de l'Yon,Maison,114,4,704,-1.313253,46.585883
08/01/2018,40000,Saint-André-Goule-d'Oie,Maison,50,2,95,-1.156069,46.828917
23/01/2018,120000,Montaigu-Vendée,Maison,45,3,675,-1.301785,46.949548
23/01/2018,120000,Montaigu-Vendée,Maison,55,3,675,-1.301785,46.949548
22/01/2018,191500,Bessay,Maison,115,5,929,-1.190729,46.541239
22/01/2018,191500,Bessay,Maison,115,5,500,-1.190729,46.541239
19/01/2018,226000,La Roche-sur-Yon,Maison,101,5,527,-1.453588,46.690757
30/01/2018,190000,Les Lucs-sur-Boulogne,Maison,92,4,451,-1.483261,46.847368
25/01/2018,105000,La Ferrière,Maison,80,4,672,-1.332431,46.714716
23/01/2018,117800,La Roche-sur-Yon,Maison,80,4,190,-1.402432,46.660594
12/01/2018,70000,Montaigu-Vendée,Maison,50,2,457,-1.272936,46.920592
22/01/2018,170000,Aizenay,Maison,97,4,496,-1.597304,46.740481
07/02/2018,187750,La Ferrière,Maison,91,3,594,-1.315483,46.721441
26/01/2018,562000,Le Poiré-sur-Vie,Maison,234,8,1000,-1.42518,46.735143
26/01/2018,562000,Le Poiré-sur-Vie,Maison,234,8,1000,-1.42518,46.735143
26/01/2018,562000,Le Poiré-sur-Vie,Maison,234,8,7510,-1.42518,46.735143
29/01/2018,164500,Nesmy,Maison,90,4,678,-1.400343,46.590127
30/01/2018,198000,Chauché,Maison,76,4,583,-1.272896,46.83061
30/01/2018,198000,Chauché,Maison,76,4,700,-1.272896,46.83061
25/01/2018,162800,La Roche-sur-Yon,Maison,80,4,355,-1.4293,46.662781
30/01/2018,10500,Saint-Prouant,Maison,35,1,85,-0.995969,46.754584
19/01/2018,180000,Nesmy,Maison,117,5,591,-1.394054,46.588805
12/01/2018,106602,La Roche-sur-Yon,Maison,75,5,412,-1.444984,46.680216
12/01/2018,185000,La Roche-sur-Yon,Maison,102,5,606,-1.451301,46.658086
11/01/2018,193000,Bellevigny,Maison,106,4,881,-1.423585,46.801739
11/01/2018,225000,Bellevigny,Maison,118,6,500,-1.41894,46.77729
11/01/2018,225000,Bellevigny,Maison,118,6,2432,-1.41894,46.77729
25/01/2018,198000,Montaigu-Vendée,Maison,68,4,366,-1.314218,46.980566
02/02/2018,190000,Mareuil-sur-Lay-Dissais,Maison,91,4,1301,-1.209927,46.534866
02/02/2018,190000,Mareuil-sur-Lay-Dissais,Maison,91,4,500,-1.209927,46.534866
05/02/2018,260000,La Roche-sur-Yon,Maison,110,5,142,-1.433501,46.669644
22/01/2018,66000,Rives de l'Yon,Maison,176,7,1912,-1.317551,46.59503
24/01/2018,50000,Sainte-Cécile,Maison,60,2,344,-1.121977,46.740162
24/01/2018,125000,La Bernardière,Maison,115,4,486,-1.27502,47.057555
15/01/2018,195000,La Roche-sur-Yon,Maison,70,3,280,-1.419889,46.667132
07/02/2018,93000,Essarts en Bocage,Maison,88,3,30,-1.226476,46.77505
23/01/2018,149000,Montaigu-Vendée,Maison,81,5,506,-1.301289,46.977753
15/01/2018,224000,Venansault,Maison,88,4,569,-1.5136,46.677964
17/01/2018,182500,La Roche-sur-Yon,Maison,122,5,386,-1.45216,46.659768
23/01/2018,110000,Cugand,Maison,66,4,664,-1.250191,47.063201
22/01/2018,111000,Bournezeau,Maison,115,5,158,-1.170535,46.634689
08/02/2018,110000,La Roche-sur-Yon,Maison,97,5,331,-1.441684,46.676969
01/02/2018,148000,Essarts en Bocage,Maison,100,5,878,-1.233959,46.776524
17/01/2018,147570.97,Treize-Septiers,Maison,80,4,300,-1.239634,46.987185
18/01/2018,74000,Nesmy,Maison,69,4,547,-1.409281,46.590362
18/01/2018,104400,La Roche-sur-Yon,Maison,75,4,306,-1.441606,46.664514
26/01/2018,88000,Les Epesses,Maison,60,2,240,-0.897534,46.883903
30/01/2018,155000,Montaigu-Vendée,Maison,101,4,600,-1.247425,46.966219
24/01/2018,193000,Les Herbiers,Maison,108,4,592,-0.983984,46.868028
08/01/2018,142956,Vendrennes,Maison,88,4,526,-1.119402,46.829056
26/01/2018,41400,Rocheservière,Appartement,40,2,53,-1.513525,46.93615
26/01/2018,41400,Rocheservière,Appartement,50,2,53,-1.513525,46.93615
29/01/2018,170000,Aizenay,Maison,105,4,857,-1.602128,46.733462
19/01/2018,170000,Saint-Martin-des-Noyers,Maison,28,1,108,-1.178062,46.720795
19/01/2018,170000,Saint-Martin-des-Noyers,Maison,70,3,108,-1.178062,46.720795
19/01/2018,170000,Saint-Martin-des-Noyers,Maison,31,2,108,-1.178062,46.720795
19/01/2018,170000,Saint-Martin-des-Noyers,Maison,61,3,108,-1.178062,46.720795
02/02/2018,217000,La Roche-sur-Yon,Maison,107,4,472,-1.410824,46.678915
01/02/2018,159000,Saint-Martin-des-Noyers,Maison,105,4,500,-1.182098,46.725059
01/02/2018,159000,Saint-Martin-des-Noyers,Maison,105,4,1401,-1.182098,46.725059
27/01/2018,149000,La Bruffière,Maison,100,4,341,-1.173054,46.980428
17/01/2018,140700,La Roche-sur-Yon,Maison,57,2,317,-1.444101,46.666082
16/01/2018,26250,La Roche-sur-Yon,Maison,45,2,375,-1.44429,46.666053
30/01/2018,170900,Chantonnay,Maison,111,4,500,-1.006578,46.645196
30/01/2018,170900,Chantonnay,Maison,111,4,537,-1.006578,46.645196
29/01/2018,51000,Saint-Vincent-Sterlanges,Maison,45,3,233,-1.087524,46.741129
18/01/2018,135000,La Roche-sur-Yon,Maison,73,4,166,-1.415566,46.665058
17/01/2018,185000,Beaufou,Maison,115,6,1000,-1.477585,46.815277
17/01/2018,185000,Beaufou,Maison,115,6,1000,-1.477585,46.815277
17/01/2018,185000,Beaufou,Maison,115,6,2457,-1.477585,46.815277
05/02/2018,120000,La Roche-sur-Yon,Maison,58,4,403,-1.44501,46.678746
02/02/2018,118000,L'Herbergement,Maison,82,5,761,-1.370927,46.909517
29/01/2018,10000,Treize-Septiers,Maison,33,2,98,-1.232333,46.983801
17/01/2018,160000,Dompierre-sur-Yon,Maison,116,5,13920,-1.398146,46.772601
17/01/2018,160000,Dompierre-sur-Yon,Maison,116,5,1000,-1.398146,46.772601
01/02/2018,132000,La Roche-sur-Yon,Maison,95,5,357,-1.427353,46.685771
19/01/2018,50000,Chanverrie,Maison,80,4,294,-0.964188,46.921051
05/02/2018,25000,Chantonnay,Maison,48,2,738,-1.078757,46.630224
02/02/2018,140000,Montaigu-Vendée,Maison,68,4,299,-1.303444,46.980249
25/01/2018,115000,Saint-Philbert-de-Bouaine,Maison,66,3,109,-1.519993,46.985539
29/01/2018,105800,La Roche-sur-Yon,Maison,98,4,392,-1.441494,46.669093
19/01/2018,117000,Les Lucs-sur-Boulogne,Maison,79,4,500,-1.518396,46.845229
19/01/2018,117000,Les Lucs-sur-Boulogne,Maison,79,4,1068,-1.518396,46.845229
01/02/2018,135000,La Ferrière,Maison,70,3,646,-1.315127,46.720875
22/01/2018,259175,Montaigu-Vendée,Appartement,25,1,115,-1.313874,46.980328
22/01/2018,259175,Montaigu-Vendée,Appartement,29,1,115,-1.313874,46.980328
22/01/2018,259175,Montaigu-Vendée,Appartement,23,1,115,-1.313874,46.980328
22/01/2018,259175,Montaigu-Vendée,Appartement,23,1,115,-1.313874,46.980328
22/01/2018,259175,Montaigu-Vendée,Appartement,17,1,115,-1.313874,46.980328
22/01/2018,259175,Montaigu-Vendée,Appartement,25,1,115,-1.313874,46.980328
30/01/2018,210000,Les Herbiers,Maison,107,5,500,-1.012913,46.860147
30/01/2018,210000,Les Herbiers,Maison,107,5,531,-1.012913,46.860147
30/01/2018,30000,Les Epesses,Maison,60,3,129,-0.900556,46.883987
30/01/2018,32400,Mallièvre,Maison,45,2,42,-0.867931,46.911786
23/01/2018,80000,Rocheservière,Maison,55,1,235,-1.510581,46.938543
22/01/2018,196500,La Roche-sur-Yon,Appartement,20,1,94,-1.433107,46.668679
22/01/2018,196500,La Roche-sur-Yon,Appartement,20,1,94,-1.433107,46.668679
22/01/2018,196500,La Roche-sur-Yon,Appartement,45,2,94,-1.433107,46.668679
22/01/2018,196500,La Roche-sur-Yon,Appartement,20,1,94,-1.433107,46.668679
22/01/2018,196500,La Roche-sur-Yon,Appartement,20,1,94,-1.433107,46.668679
07/02/2018,203000,Aubigny-Les Clouzeaux,Maison,116,5,462,-1.460452,46.590907
22/01/2018,140000,Les Herbiers,Maison,67,2,60,-1.005418,46.855274
22/01/2018,187500,Les Herbiers,Maison,87,4,644,-1.003343,46.854452
17/01/2018,74500,Les Herbiers,Maison,44,3,36,-1.006,46.870466
30/01/2018,169500,Bellevigny,Maison,102,3,671,-1.432449,46.786104
04/01/2018,75000,Mareuil-sur-Lay-Dissais,Maison,72,5,542,-1.228006,46.537351
24/01/2018,125000,Saint-Laurent-sur-Sèvre,Maison,69,3,299,-0.904528,46.95532
23/01/2018,20000,Mouchamps,Maison,38,1,287,-1.060725,46.779685
24/01/2018,145000,Saint-Malô-du-Bois,Maison,89,5,777,-0.896384,46.925175
22/01/2018,40000,Bournezeau,Maison,70,3,109,-1.171604,46.634909
17/01/2018,201000,Saint-Paul-en-Pareds,Maison,107,4,1090,-0.986949,46.822825
03/02/2018,160000,La Chaize-le-Vicomte,Maison,97,4,656,-1.30139,46.625155
24/01/2018,170000,Les Herbiers,Maison,82,4,690,-1.004691,46.85246
24/01/2018,170000,Les Herbiers,Maison,107,5,168,-1.004805,46.852545
13/02/2018,139500,Beaurepaire,Maison,83,5,230,-1.086155,46.909861
30/01/2018,75000,Chauché,Maison,100,4,501,-1.304747,46.832095
25/01/2018,160000,La Roche-sur-Yon,Maison,85,5,446,-1.445623,46.649554
26/01/2018,60000,Les Landes-Genusson,Maison,142,5,1040,-1.121061,46.98119
26/01/2018,177000,Chanverrie,Maison,118,7,940,-1.001331,46.961526
26/01/2018,146500,Bazoges-en-Paillers,Maison,88,5,1000,-1.142306,46.908292
25/01/2018,94850,Bessay,Maison,105,4,141,-1.153086,46.537346
15/02/2018,215000,Aizenay,Maison,103,5,683,-1.616084,46.73829
14/02/2018,200000,Saint-Philbert-de-Bouaine,Maison,103,4,484,-1.52346,46.986467
25/01/2018,75000,Les Epesses,Maison,30,1,235,-0.900944,46.884923
25/01/2018,75000,Les Epesses,Maison,90,4,114,-0.901066,46.884996
25/01/2018,50000,La Ferrière,Maison,29,1,105,-1.314172,46.712342
23/01/2018,127447,Mouchamps,Maison,68,3,420,-1.068667,46.784106
25/01/2018,100000,La Roche-sur-Yon,Maison,95,5,251,-1.440139,46.650525
20/01/2018,189400,Aubigny-Les Clouzeaux,Maison,133,4,249,-1.452987,46.595939
26/01/2018,108697.86,La Roche-sur-Yon,Maison,71,3,261,-1.399078,46.666098
30/01/2018,155300,Saint-Martin-des-Noyers,Maison,100,5,785,-1.179234,46.72314
29/01/2018,130000,Essarts en Bocage,Maison,100,4,908,-1.232498,46.768198
09/02/2018,89900,Essarts en Bocage,Maison,70,3,1076,-1.15525,46.796673
12/02/2018,143000,Chantonnay,Maison,80,4,545,-1.056429,46.689598
05/02/2018,242550,La Bernardière,Maison,193,7,155,-1.289479,47.032304
31/01/2018,227000,Cugand,Maison,103,6,961,-1.254695,47.06928
01/02/2018,83000,La Bruffière,Maison,10,0,12,-1.196665,47.012734
01/02/2018,83000,La Bruffière,Maison,107,5,359,-1.196415,47.012635
08/02/2018,210000,Rocheservière,Maison,108,4,505,-1.504446,46.94437
29/01/2018,52000,Les Lucs-sur-Boulogne,Maison,69,3,285,-1.489764,46.843713
16/02/2018,112000,La Ferrière,Maison,105,4,1000,-1.312665,46.712885
16/02/2018,112000,La Ferrière,Maison,105,4,670,-1.312665,46.712885
29/01/2018,137600,Mouilleron-le-Captif,Maison,61,3,334,-1.461318,46.716129
26/01/2018,130000,La Roche-sur-Yon,Maison,68,4,428,-1.441435,46.684769
29/01/2018,151214.84,Treize-Septiers,Maison,80,4,380,-1.239601,46.987229
01/02/2018,148000,La Roche-sur-Yon,Maison,92,4,338,-1.448369,46.680217
29/01/2018,40000,Les Epesses,Maison,77,3,76,-0.900486,46.885349
08/02/2018,173500,Venansault,Maison,136,5,1000,-1.554274,46.690033
08/02/2018,173500,Venansault,Maison,136,5,890,-1.554274,46.690033
26/01/2018,245000,Chanverrie,Maison,95,5,849,-1.007663,46.95979
31/01/2018,230000,Montaigu-Vendée,Maison,109,5,616,-1.307256,46.972399
08/02/2018,158000,Saint-Mars-la-Réorthe,Maison,103,5,500,-0.921158,46.862263
08/02/2018,158000,Saint-Mars-la-Réorthe,Maison,103,5,940,-0.921158,46.862263
02/02/2018,247340,Aubigny-Les Clouzeaux,Maison,129,7,2054,-1.44819,46.619559
02/02/2018,247340,Aubigny-Les Clouzeaux,Maison,129,7,1200,-1.44819,46.619559
25/01/2018,128000,Vendrennes,Maison,96,4,218,-1.099581,46.802848
02/02/2018,140000,La Roche-sur-Yon,Maison,95,4,654,-1.418011,46.661897
01/02/2018,104000,Corpe,Maison,124,4,557,-1.180889,46.50475
26/01/2018,120000,Bessay,Maison,107,4,922,-1.15673,46.527798
09/02/2018,63000,Bournezeau,Maison,50,3,71,-1.169132,46.634688
02/02/2018,173000,Venansault,Maison,93,4,864,-1.50998,46.681226
13/02/2018,130000,Beaufou,Maison,96,3,210,-1.477609,46.812905
30/01/2018,275000,Les Herbiers,Maison,98,5,706,-1.021812,46.870419
30/01/2018,275000,Les Herbiers,Maison,98,5,506,-1.021812,46.870419
30/01/2018,311000,Les Epesses,Maison,220,6,53,-0.901443,46.882738
31/01/2018,205000,Rives de l'Yon,Maison,140,4,1200,-1.375806,46.556284
31/01/2018,205000,Rives de l'Yon,Maison,140,4,640,-1.375806,46.556284
30/01/2018,78000,Les Herbiers,Maison,59,3,317,-1.004685,46.869451
19/02/2018,205000,Montaigu-Vendée,Maison,97,4,562,-1.301817,46.99447
02/02/2018,325320,Aubigny-Les Clouzeaux,Maison,122,5,500,-1.492469,46.649124
02/02/2018,325320,Aubigny-Les Clouzeaux,Maison,122,5,611,-1.492469,46.649124
09/02/2018,131000,Les Herbiers,Maison,90,5,551,-1.023095,46.871982
12/02/2018,80000,Saint-Vincent-Sterlanges,Maison,91,3,132,-1.086243,46.740661
12/02/2018,80000,Saint-Vincent-Sterlanges,Maison,30,1,132,-1.086243,46.740661
01/02/2018,157550,La Roche-sur-Yon,Maison,70,3,302,-1.453244,46.692424
01/02/2018,183400,Saint-Philbert-de-Bouaine,Maison,57,3,63,-1.549265,47.014131
14/02/2018,145000,La Roche-sur-Yon,Maison,86,2,98,-1.429168,46.673344
02/02/2018,122100,Saint-Philbert-de-Bouaine,Maison,120,5,152,-1.520258,46.985709
31/01/2018,115000,La Gaubretière,Maison,128,4,366,-1.059583,46.939163
23/02/2018,170000,Cugand,Maison,63,3,235,-1.25308,47.060066
31/01/2018,185000,Mortagne-sur-Sèvre,Maison,110,5,700,-0.97688,47.005041
02/02/2018,175000,Mortagne-sur-Sèvre,Maison,94,4,869,-0.953441,46.986756
02/02/2018,155000,Mortagne-sur-Sèvre,Maison,120,4,102,-0.954694,46.991472
19/02/2018,90000,Essarts en Bocage,Maison,73,3,429,-1.146133,46.79444
