,date_mutation,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude_appart,latitude_appart,Nom_commune,Code_postal,chef_lieu,longitude_cl,latitude_cl,distance
13358,2021,172000.0,35,2,-1.555259,47.216802,nantes,44000,nantes,-1.548204252,47.23204641,1.7770286917754052
13359,2021,121619.33,48,2,-1.538578,47.21605,nantes,44000,nantes,-1.548204252,47.23204641,1.9220462798933224
13360,2021,148000.0,65,3,-1.518592,47.189285,nantes,44200,nantes,-1.548204252,47.23204641,5.256708500891211
13361,2021,185000.0,68,4,-1.529581,47.237954,nantes,44300,nantes,-1.548204252,47.23204641,1.5556309254077263
13362,2021,138000.0,36,1,-1.51239,47.233038,nantes,44300,nantes,-1.548204252,47.23204641,2.7142874583150896
13363,2021,114000.0,27,1,-1.550645,47.21046,nantes,44000,nantes,-1.548204252,47.23204641,2.40698221881704
13364,2021,100000.0,27,2,-1.572553,47.220006,nantes,44000,nantes,-1.548204252,47.23204641,2.2786700159993507
13365,2021,130000.0,28,1,-1.551471,47.217765,nantes,44000,nantes,-1.548204252,47.23204641,1.6068999597734552
13366,2021,180000.0,40,2,-1.532458,47.200633,nantes,44200,nantes,-1.548204252,47.23204641,3.6904518521294887
13367,2021,315000.0,66,3,-1.572374,47.211862,nantes,44100,nantes,-1.548204252,47.23204641,2.8959899137734504
13368,2021,250000.0,83,4,-1.512555,47.233654,nantes,44300,nantes,-1.548204252,47.23204641,2.705447315370171
13369,2021,765000.0,156,6,-1.565355,47.21682,nantes,44000,nantes,-1.548204252,47.23204641,2.1337357112054605
13370,2021,173500.0,70,4,-1.515095,47.228889,nantes,44300,nantes,-1.548204252,47.23204641,2.53176131635172
13371,2021,163000.0,32,2,-1.572371,47.214144,nantes,44100,nantes,-1.548204252,47.23204641,2.703984485749542
13372,2021,409641.75,80,2,-1.565516,47.211553,nantes,44000,nantes,-1.548204252,47.23204641,2.628720449075523
13373,2021,95000.0,35,2,-1.602042,47.201879,nantes,44100,nantes,-1.548204252,47.23204641,5.280068775821525
13374,2021,130000.0,26,2,-1.587008,47.208266,nantes,44100,nantes,-1.548204252,47.23204641,3.953228099302131
13375,2021,194250.0,58,3,-1.526142,47.22202,nantes,44000,nantes,-1.548204252,47.23204641,2.008545738229673
13376,2021,340000.0,76,3,-1.567125,47.20968,nantes,44100,nantes,-1.548204252,47.23204641,2.869997814079587
13377,2021,230000.0,64,3,-1.559451,47.216782,nantes,44000,nantes,-1.548204252,47.23204641,1.89880084027258
13378,2021,200000.0,43,2,-1.56285,47.23454,nantes,44300,nantes,-1.548204252,47.23204641,1.143163176846708
13379,2021,655000.0,140,5,-1.561947,47.215627,nantes,44000,nantes,-1.548204252,47.23204641,2.1013229590019264
13380,2021,474000.0,96,4,-1.576303,47.212299,nantes,44100,nantes,-1.548204252,47.23204641,3.0576340645141378
13381,2021,129500.0,38,2,-1.528807,47.223157,nantes,44000,nantes,-1.548204252,47.23204641,1.7704987666680407
13382,2021,255000.0,69,2,-1.571673,47.215061,nantes,44000,nantes,-1.548204252,47.23204641,2.5933233525331385
13383,2021,186500.0,62,3,-1.558294,47.239168,nantes,44300,nantes,-1.548204252,47.23204641,1.1002575250166555
13384,2021,105000.0,28,1,-1.537872,47.220385,nantes,44000,nantes,-1.548204252,47.23204641,1.5143070966445549
13385,2021,215000.0,72,4,-1.52699,47.189475,nantes,44200,nantes,-1.548204252,47.23204641,4.998291697566754
13386,2021,305000.0,84,5,-1.591308,47.218438,nantes,44100,nantes,-1.548204252,47.23204641,3.5980347987141825
13387,2021,337000.0,78,4,-1.572277,47.212803,nantes,44100,nantes,-1.548204252,47.23204641,2.8109219869508477
13388,2021,215000.0,60,3,-1.589021,47.214626,nantes,44100,nantes,-1.548204252,47.23204641,3.6479613288204735
13389,2021,201942.0,79,3,-1.520963,47.236654,nantes,44300,nantes,-1.548204252,47.23204641,2.125436103119372
13390,2021,309914.0,67,3,-1.547291,47.226442,nantes,44000,nantes,-1.548204252,47.23204641,0.6268986758595023
13391,2021,341000.0,63,3,-1.551777,47.229996,nantes,44000,nantes,-1.548204252,47.23204641,0.3537848904656878
13392,2021,150000.0,57,2,-1.541639,47.215813,nantes,44000,nantes,-1.548204252,47.23204641,1.8719980829149847
13393,2021,230000.0,78,4,-1.584235,47.218208,nantes,44100,nantes,-1.548204252,47.23204641,3.1326377748425407
13394,2021,218000.0,69,3,-1.56802,47.210564,nantes,44100,nantes,-1.548204252,47.23204641,2.820752275160634
13395,2021,200000.0,89,4,-1.584916,47.236854,nantes,44100,nantes,-1.548204252,47.23204641,2.8308270495929526
13396,2021,134000.0,54,2,-1.593669,47.215355,nantes,44100,nantes,-1.548204252,47.23204641,3.9115945312179066
13397,2021,90000.0,71,4,-1.537543,47.240136,nantes,44300,nantes,-1.548204252,47.23204641,1.2085303623623789
13398,2021,195000.0,50,2,-1.56285,47.23454,nantes,44300,nantes,-1.548204252,47.23204641,1.143163176846708
13399,2021,438100.0,110,5,-1.578052,47.207351,nantes,44100,nantes,-1.548204252,47.23204641,3.556539254784453
13400,2021,239500.0,63,3,-1.522942,47.270964,nantes,44300,nantes,-1.548204252,47.23204641,4.730454292012746
13401,2021,227000.0,61,3,-1.509924,47.242084,nantes,44300,nantes,-1.548204252,47.23204641,3.105936571749345
13402,2021,186000.0,63,3,-1.514614,47.230498,nantes,44300,nantes,-1.548204252,47.23204641,2.549513677701489
13403,2021,187000.0,43,2,-1.569613,47.233566,nantes,44300,nantes,-1.548204252,47.23204641,1.6299563338828085
13404,2021,250000.0,46,2,-1.551179,47.22013,nantes,44000,nantes,-1.548204252,47.23204641,1.3438293560037131
13405,2021,220000.0,65,3,-1.509924,47.242084,nantes,44300,nantes,-1.548204252,47.23204641,3.105936571749345
13406,2021,130000.0,25,1,-1.549613,47.223596,nantes,44000,nantes,-1.548204252,47.23204641,0.945515068935537
13407,2021,230000.0,80,3,-1.547567,47.217741,nantes,44000,nantes,-1.548204252,47.23204641,1.591139343024872
13408,2021,383000.0,95,4,-1.576409,47.221815,nantes,44000,nantes,-1.548204252,47.23204641,2.4200268555351614
13409,2021,100000.0,27,1,-1.572161,47.251337,nantes,44300,nantes,-1.548204252,47.23204641,2.808814364772985
